,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1056,1056,1056,3,433.2583612040134,455.60535117056855,1196,1057,1,False,1,0.0,0.0,0.0,0.0
1,1,1057,1057,1057,3,433.6714801444043,455.413357400722,1108,1058,1,False,1,0.4131189403909161,-0.19199376984653327,-0.434745444602883,0.13610754926394972
2,2,1058,1058,1058,3,433.3588435374149,455.44302721088434,1176,1059,1,False,1,0.10048233340148727,-0.16232395968421542,-0.12091929308277957,0.14773047002474235
3,3,1059,1059,1059,3,433.590248075278,455.2848588537211,1169,1060,1,False,1,0.3318868712646008,-0.3204923168474352,-0.3710826287711526,0.2741567126669224
4,4,1060,1060,1060,3,433.3274956217163,455.4816112084063,1142,1061,1,False,1,0.06913441770291229,-0.12373996216223304,-0.0847781358772242,0.11359495421987076
5,5,1061,1061,1061,3,433.3384353741496,455.61139455782313,1176,1062,1,False,1,0.08007417013618578,0.006043387254578647,-0.07858814598699211,-0.01650147153543728
6,6,1062,1062,1062,3,433.590831918506,455.5076400679117,1178,1063,1,False,1,0.3324707144926151,-0.09771110265683092,-0.34241961879267957,0.053226311571625516
7,7,1063,1063,1063,3,433.35646958012,455.4173093401885,1167,1064,1,False,1,0.09810837610660883,-0.18804183038002975,-0.12194154924878928,0.17353743688827722
8,8,1064,1064,1064,3,433.4261862917399,455.1616871704745,1138,1065,1,False,1,0.16782508772649862,-0.4436640000940315,-0.22460752729615313,0.4177971562035237
9,9,1065,1065,1065,3,433.1685393258427,455.6231633535005,1157,1066,1,False,1,-0.08982187817071008,0.017812182931947973,0.09138275215867461,-0.0058682422258554915
10,10,1066,1066,1066,3,433.1614678899082,455.5467889908257,1090,1067,1,False,1,-0.09689331410521618,-0.05856217974286437,0.0883682667377855,0.07077353070383893
11,11,1067,1067,1067,3,433.4150298889838,455.533731853117,1171,1068,1,False,1,0.15666868497038422,-0.0716193174515638,-0.16471383048262214,0.050435677157339584
