,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,984,984,984,3,433.1594571670908,455.7692960135708,1179,985,1,False,1,0.0,0.0,0.0,0.0
1,1,985,985,985,3,433.3263825929284,455.543970988214,1103,986,1,False,1,0.16692542583757586,-0.22532502535676713,-0.2676116477825028,0.08378228222134713
2,2,986,986,986,3,433.24197983501375,455.4381301558204,1091,987,1,False,1,0.08252266792294449,-0.3311658577504204,-0.2617388132394806,0.21902878738805212
3,3,987,987,987,3,433.363330529857,455.4112699747687,1189,988,1,False,1,0.20387336276621681,-0.3580260388021088,-0.37562859442594954,0.16926355648963562
4,4,988,988,988,3,433.3466172381835,455.4198331788693,1079,989,1,False,1,0.1871600710927055,-0.3494628347015123,-0.3570782083887685,0.17218686983306905
5,5,989,989,989,3,433.2391904323827,455.31186752529896,1087,990,1,False,1,0.07973326529190672,-0.45742848827183025,-0.3338498996466396,0.32271110917148516
6,6,990,990,990,3,433.1174468085106,455.7344680851064,1175,991,1,False,1,-0.04201035858022806,-0.034827928464380875,0.013438040278267557,0.0528892607495986
7,7,991,991,991,3,433.37317518248176,455.2837591240876,1096,992,1,False,1,0.2137180153909526,-0.4855368894831713,-0.45868509051186435,0.2665135060250485
8,8,992,992,992,3,433.1263782866836,455.7642069550466,1179,993,1,False,1,-0.03307888040723128,-0.005089058524220036,0.02373545303333036,0.02359531976815349
9,9,993,993,993,3,433.1111111111111,455.1001984126984,1008,994,1,False,1,-0.04834605597972086,-0.6690976008724192,-0.35500980615936295,0.5692073244018501
10,10,994,994,994,3,433.1209540034072,455.9787052810903,1174,995,1,False,1,-0.03850316368362883,0.20940926751950428,0.1544529387832361,-0.14655724014160998
11,11,995,995,995,3,433.1147842056933,455.4857667584941,1089,996,1,False,1,-0.044672961397509425,-0.2835292550767008,-0.13088867209691066,0.255446016764951
