,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,948,948,948,3,433.18617021276594,455.7916666666667,1128,949,1,False,1,0.0,0.0,0.0,0.0
1,1,949,949,949,3,433.36693191865606,455.6976127320955,1131,950,1,False,1,0.18076170589012008,-0.09405393457120681,-0.1944595853562615,0.06088026435308869
2,2,950,950,950,3,433.26338147833474,455.58878504672896,1177,951,1,False,1,0.07721126556879199,-0.20288161993772746,-0.11160926355888554,0.18618781788058594
3,3,951,951,951,3,433.2635193133047,455.9244635193133,1165,952,1,False,1,0.0773491005387541,0.13279685264660657,-0.052850008377745276,-0.14430787934645523
4,4,952,952,952,3,433.0434782608696,455.8321739130435,1150,953,1,False,1,-0.14269195189632455,0.04050724637681924,0.14758556702811879,-0.014843535630165581
5,5,953,953,953,3,433.04717775905647,455.79865206402695,1187,954,1,False,1,-0.1389924537094771,0.006985397360267598,0.13806202971547274,0.017509252277178824
6,6,954,954,954,3,433.3088372093024,455.6279069767442,1075,955,1,False,1,0.12266699653645219,-0.1637596899224718,-0.14949593511593606,0.13969750701637423
7,7,955,955,955,3,433.0468883205456,455.8721227621484,1173,956,1,False,1,-0.13928189222036735,0.08045609548173616,0.1512374484272072,-0.054771005047197285
8,8,956,956,956,3,433.1467486818981,455.58260105448153,1138,957,1,False,1,-0.03942153086785538,-0.20906561218515662,0.00212937032207125,0.2127391667661389
9,9,957,957,957,3,432.972027972028,455.7744755244755,1144,958,1,False,1,-0.2141422407379423,-0.01719114219116591,0.20780432679610472,0.054495838400023075
10,10,958,958,958,3,433.0110497237569,455.7918968692449,1086,959,1,False,1,-0.1751204890090321,0.00023020257822281565,0.1724444539498809,0.030498343658581926
11,11,959,959,959,3,433.0563124432334,455.6294277929155,1101,960,1,False,1,-0.1298577695325207,-0.1622388737511642,0.09937855934081291,0.1825058749940724
