,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1164,1164,1164,3,433.6353350739774,455.13925152306354,1149,1165,1,False,1,0.0,0.0,0.0,0.0
1,1,1165,1165,1165,3,433.3617376775272,455.640768588137,1197,1166,1,False,1,-0.27359739645021364,0.5015170650734717,-0.5451978821148644,0.17068734938978558
2,2,1166,1166,1166,3,433.385805277525,454.7652411282984,1099,1167,1,False,1,-0.24952979645240703,-0.3740103947651505,0.08032662428260604,-0.44237600312553627
3,3,1167,1167,1167,3,433.3765373699149,455.271523178808,1057,1168,1,False,1,-0.2587977040624878,0.13227165574448918,-0.2780444448788944,-0.0846364532184042
4,4,1168,1168,1168,3,433.8427672955975,455.0898472596586,1113,1169,1,False,1,0.20743222162013808,-0.049404263404937865,0.18352993016784608,0.10856183740816158
5,5,1169,1169,1169,3,433.6968576709797,455.2966728280961,1082,1170,1,False,1,0.06152259700229479,0.15742130503258522,-0.06510327089034446,0.15597455349975342
6,6,1170,1170,1170,3,433.4875962360993,455.31736526946105,1169,1171,1,False,1,-0.14773883787808018,0.1781137463975142,-0.23000343122327607,0.025489066260720214
7,7,1171,1171,1171,3,433.24311926605503,455.46605504587154,1090,1172,1,False,1,-0.392215807922355,0.3268035228080066,-0.5091520701230987,-0.03738919621056552
8,8,1172,1172,1172,3,433.4694048616932,455.40318524727576,1193,1173,1,False,1,-0.16593021228419502,0.2639337242122224,-0.30270631798789915,0.07458371923831905
9,9,1173,1173,1173,3,433.7288732394366,455.2209507042253,1136,1174,1,False,1,0.093538165459222,0.08169918116175268,0.01052882061899367,0.12374687283463259
10,10,1174,1174,1174,3,433.6406518010292,455.2015437392796,1166,1175,1,False,1,0.00531672705182018,0.062292216216064844,-0.0394487985815414,0.048501340993064364
11,11,1175,1175,1175,3,434.0234657039711,455.3321299638989,1108,1176,1,False,1,0.38813062999372505,0.1928784408353863,0.1452003672750024,0.4083678883330813
