,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,972,972,972,3,433.2301957129544,455.6691519105312,1073,973,1,False,1,0.0,0.0,0.0,0.0
1,1,973,973,973,3,433.15605928509154,455.9625108979948,1147,974,1,False,1,-0.074136427862868,0.29335898746359135,-0.28876096840511206,0.09040358725001807
2,2,974,974,974,3,433.1513605442177,455.8350340136054,1176,975,1,False,1,-0.0788351687367026,0.16588210307423878,-0.18260627379888278,0.019667351610326345
3,3,975,975,975,3,433.1266261925412,455.6973113616653,1153,976,1,False,1,-0.10356952041320255,0.028159451134115443,-0.07821027676500943,-0.0735034207036383
4,4,976,976,976,3,432.88986013986016,455.6774475524476,1144,977,1,False,1,-0.3403355730942508,0.00829564191639065,-0.1852301097826407,-0.2856342528796362
5,5,977,977,977,3,433.1174957118353,455.8919382504288,1166,978,1,False,1,-0.1127000011190944,0.22278633989759555,-0.24881839630455946,0.02060216390668826
6,6,978,978,978,3,432.93988145639287,456.0558848433531,1181,979,1,False,1,-0.29031425656154397,0.38673293282192844,-0.4814853254549917,-0.044906683950531795
7,7,979,979,979,3,433.1339055793992,455.919313304721,1165,980,1,False,1,-0.09629013355521465,0.2501613941898313,-0.26355244277804873,0.04891444437796055
8,8,980,980,980,3,433.0845556514236,455.78688524590166,1159,981,1,False,1,-0.14564006153079845,0.11773333537047392,-0.17655359581651486,-0.06245793451924222
9,9,981,981,981,3,433.07272727272726,455.77835497835497,1155,982,1,False,1,-0.15746844022714868,0.10920306782378475,-0.1754775586125784,-0.07700159812021001
10,10,982,982,982,3,433.3147301006404,455.6395242451967,1093,983,1,False,1,0.08453438768600563,-0.029627665334487574,0.06949655879966246,0.0565162770325979
11,11,983,983,983,3,433.2749349522984,455.66608846487424,1153,984,1,False,1,0.04473923934398272,-0.0030634456569487156,0.026030657916605533,0.03651560056742749
