,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1152,1152,1152,3,433.4662731871838,455.2537942664418,1186,1153,1,False,1,0.0,0.0,0.0,0.0
1,1,1153,1153,1153,3,433.6159929701231,455.4586994727592,1138,1154,1,False,1,0.14971978293931443,0.20490520631739173,-0.24218430204294733,0.07582163822642422
2,2,1154,1154,1154,3,433.6264957264957,455.1692307692308,1170,1155,1,False,1,0.160222539311917,-0.08456349721097922,0.028508927400968366,0.17891195662268183
3,3,1155,1155,1155,3,433.4694397283532,455.402376910017,1178,1156,1,False,1,0.0031665411694348222,0.14858264357519602,-0.1416989739782074,-0.04481327625040106
4,4,1156,1156,1156,3,433.6103004291846,455.1982832618026,1165,1157,1,False,1,0.14402724200078865,-0.05551100463918601,0.006213013594465723,0.1542294282440302
5,5,1157,1157,1157,3,433.6272648835203,455.0845556514236,1159,1158,1,False,1,0.16099169633650945,-0.16923861501817328,0.1084329596387063,0.20688723587154195
6,6,1158,1158,1158,3,433.4250425894378,455.4241908006815,1174,1159,1,False,1,-0.04123059774599369,0.17039653423972823,-0.14806640360614656,-0.0938684249071248
7,7,1159,1159,1159,3,433.5531732418525,455.3825042881647,1166,1160,1,False,1,0.08690005466871753,0.12871002172289536,-0.14982734845130846,0.04086141027160576
8,8,1160,1160,1160,3,433.6773648648648,455.4121621621622,1184,1161,1,False,1,0.21109167768099724,0.15836789572040288,-0.21787059914584167,0.14890429412518097
9,9,1161,1161,1161,3,433.6500857632933,455.2367066895369,1166,1162,1,False,1,0.18381257610951707,-0.017087576904884827,-0.04296905415213732,0.17953470084016643
10,10,1162,1162,1162,3,433.7015177065768,455.3676222596965,1186,1163,1,False,1,0.2352445193930066,0.11382799325468795,-0.18347160268003382,0.18610472042067006
11,11,1163,1163,1163,3,433.50397614314113,455.1500994035785,1006,1164,1,False,1,0.037702955957342965,-0.10369486286327856,0.08604750491842433,0.06906492865028697
