,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,900,900,900,2,433.0310612597066,446.3528904227783,1159,901,1,False,1,0.0,0.0,0.0,0.0
1,1,901,901,901,2,432.0887629839471,447.7979225684608,1059,902,1,False,1,-0.9422982757594696,1.4450321456825463,-1.6463245433443534,0.5154216143480785
2,2,902,902,902,2,432.0174520069808,449.3612565445026,1146,903,1,False,1,-1.0136092527257574,3.0083661217243503,-2.695911411006987,1.6762255527083443
3,3,903,903,903,2,431.9831365935919,451.02023608768974,1186,904,1,False,1,-1.0479246661146817,4.6673456649114655,-3.777802974875565,2.934359614062453
4,4,904,904,904,2,431.8549955791335,452.2528735632184,1131,905,1,False,1,-1.1760656805730605,5.899983140440099,-4.660852587759854,3.8038644425993233
5,5,905,905,905,2,432.1082969432314,452.9292576419214,1145,906,1,False,1,-0.9227643164751953,6.576367219143151,-4.8957256836134295,4.486866369259105
6,6,906,906,906,2,432.3357079252004,454.21727515583257,1123,907,1,False,1,-0.6953533345061942,7.864384733054294,-5.539685473003432,5.625295401087936
7,7,907,907,907,2,433.08631211857016,455.55710549258936,1147,908,1,False,1,0.05525085886358738,9.204215069811085,-5.812944545902344,7.136547023246385
8,8,908,908,908,2,432.8217550274223,455.6517367458866,1094,909,1,False,1,-0.20930623228429113,9.298846323108307,-6.0772631411531615,7.041251646748547
9,9,909,909,909,2,433.0823327615781,456.15523156089193,1166,910,1,False,1,0.051271501871497094,9.802341138113661,-6.196532893110912,7.595492127535523
10,10,910,910,910,2,433.00768573868487,455.9615713065756,1171,911,1,False,1,-0.02337552102170548,9.60868088379732,-6.130922353058145,7.39858674629196
11,11,911,911,911,2,433.06361085126287,455.76145930776426,1069,912,1,False,1,0.03254959155628967,9.408568884985982,-5.960466015251133,7.279771481336013
