,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,936,936,936,3,433.22707423580783,455.717903930131,1145,937,1,False,1,0.0,0.0,0.0,0.0
1,1,937,937,937,3,433.1467248908297,455.7371179039301,1145,938,1,False,1,-0.08034934497811719,0.01921397379908285,-0.07884121055856609,0.024683142936509795
2,2,938,938,938,3,433.4063324538259,455.5963060686016,1137,939,1,False,1,0.17925821801804886,-0.12159786152938068,0.17049013472045196,-0.1336138563867046
3,3,939,939,939,3,433.0984589041096,456.041095890411,1168,940,1,False,1,-0.12861533169825634,0.32319196027998487,-0.10613100983845913,0.3312569327397401
4,4,940,940,940,3,433.0976253298153,455.81442392260334,1137,941,1,False,1,-0.12944890599254677,0.09651999247233789,-0.12251939300540586,0.10517664449446124
5,5,941,941,941,3,433.2007233273056,455.8245931283906,1106,942,1,False,1,-0.02635090850225197,0.10668919825957346,-0.01896656548402858,0.1082461306371026
6,6,942,942,942,3,433.0779109589041,455.9760273972603,1168,943,1,False,1,-0.149163276903721,0.25812346712928047,-0.13109623525854422,0.2677520953429372
7,7,943,943,943,3,433.0904936014625,455.5356489945156,1094,944,1,False,1,-0.13658063434530732,-0.18225493561538997,-0.1487669696826911,-0.17245150032912368
8,8,944,944,944,3,433.1878260869565,455.9791304347826,1150,945,1,False,1,-0.039248148851356746,0.2612265046515745,-0.021227311072075202,0.2633042065470787
9,9,945,945,945,3,433.11359724612737,455.8115318416523,1162,946,1,False,1,-0.11347698968046416,0.09362791152130967,-0.10678362396300864,0.10119521063819734
10,10,946,946,946,3,432.9818181818182,455.5473684210526,1045,947,1,False,1,-0.24525605398963535,-0.1705355090783769,-0.25638182473681054,-0.15330118009921337
11,11,947,947,947,3,433.0609137055837,456.1015228426396,1182,948,1,False,1,-0.1661605302241469,0.38361891250860936,-0.1394405048262425,0.3941181770135201
