,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1128,1128,1128,3,433.3905172413793,455.5206896551724,1160,1129,1,False,1,0.0,0.0,0.0,0.0
1,1,1129,1129,1129,3,433.3474576271187,455.6033898305085,1180,1130,1,False,1,-0.043059614260641865,0.08270017533607188,-0.08897988657468242,0.02785730004951945
2,2,1130,1130,1130,3,433.3495145631068,455.2603706972639,1133,1131,1,False,1,-0.041002678272491266,-0.2603189579085097,0.15549366235040518,-0.21276489475697827
3,3,1131,1131,1131,3,433.83779264214047,455.2709030100335,1196,1132,1,False,1,0.447275400761157,-0.24978664513889726,0.4926250785365941,0.14060293102426247
4,4,1132,1132,1132,3,433.5155331654073,455.40890008396303,1191,1133,1,False,1,0.12501592402799133,-0.11178957120938549,0.16742828644141533,0.009677726543055085
5,5,1133,1133,1133,3,433.7808219178082,455.2200342465753,1168,1134,1,False,1,0.39030467642891153,-0.3006554085970947,0.4884584881959454,0.06434065954196289
6,6,1134,1134,1134,3,433.4671717171717,455.726430976431,1188,1135,1,False,1,0.07665447579239526,0.20574132125858569,-0.09166593950200057,0.19950627926822517
7,7,1135,1135,1135,3,433.5967042497832,455.2402428447528,1153,1136,1,False,1,0.20618700840390147,-0.28044681041961894,0.3442034348170372,-0.05184102014082895
8,8,1136,1136,1136,3,433.7235023041475,455.2119815668202,1085,1137,1,False,1,0.3329850627681594,-0.30870808835220487,0.45371137299924036,0.01804787665992877
9,9,1137,1137,1137,3,433.6804733727811,455.4564666103128,1183,1138,1,False,1,0.289956131401766,-0.0642230448596024,0.25013193446695936,0.16010363202730116
10,10,1138,1138,1138,3,433.3767006802721,455.1802721088436,1176,1139,1,False,1,-0.013816561107205416,-0.3404175463288084,0.23142794805318975,-0.2500322140629996
11,11,1139,1139,1139,3,433.3186147186147,455.4779220779221,1155,1140,1,False,1,-0.07190252276461706,-0.04276757725034486,-0.02044395600393577,-0.0811238750719517
