,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,912,912,912,2,433.0754553339115,455.68950563746745,1153,913,1,False,1,0.0,0.0,0.0,0.0
1,1,913,913,913,2,432.96928327645054,456.0938566552901,1172,914,1,False,1,-0.1061720574609808,0.4043510178226484,-0.3989624510699403,0.12490481990689947
2,2,914,914,914,2,433.2191304347826,455.7478260869565,1150,915,1,False,1,0.1436751008710644,0.058320449489031034,0.026934239015026916,0.1527034911440945
3,3,915,915,915,2,433.0027881040892,455.94888475836433,1076,916,1,False,1,-0.07266722982234342,0.259379120896881,-0.25834598361216604,0.07625881849828595
4,4,916,916,916,2,432.9916512059369,456.1020408163265,1078,917,1,False,1,-0.08380412797464487,0.4125351788590592,-0.3940106690940016,0.1482025583516149
5,5,917,917,917,2,432.9280373831776,455.6607476635514,1070,918,1,False,1,-0.1474179507339386,-0.028757973916071933,-0.053967024179433526,-0.1401664494933358
6,6,918,918,918,2,433.042492917847,455.8016997167138,1059,919,1,False,1,-0.03296241606449257,0.11219407924636471,-0.11256031517981668,0.03168923693257081
7,7,919,919,919,2,432.6149068322981,456.15882874889087,1127,920,1,False,1,-0.46054850161340255,0.46932311142342087,-0.6422995209864479,-0.14078505103557873
8,8,920,920,920,2,432.7931688804554,455.5910815939279,1054,921,1,False,1,-0.28228645345609493,-0.09842404353952361,-0.06661041943525971,-0.291437791259385
9,9,921,921,921,2,433.1574803149607,455.87401574803147,1143,922,1,False,1,0.08202498104918732,0.18451011056401967,-0.11272554372620913,0.16752620752615638
10,10,922,922,922,2,433.25158371040726,455.7619909502262,1105,923,1,False,1,0.17612837649573976,0.07248531275877212,0.03217820999670214,0.18772290316892665
11,11,923,923,923,2,432.8184165232358,455.9561101549053,1162,924,1,False,1,-0.25703881067573775,0.26660451743782687,-0.36243162040327226,-0.07609362288465857
