,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1068,1068,1068,3,433.3353140916808,455.5806451612903,1178,1069,1,False,1,0.0,0.0,0.0,0.0
1,1,1069,1069,1069,3,433.48765957446807,455.4578723404255,1175,1070,1,False,1,0.15234548278726834,-0.1227728208647818,-0.1867217290421211,0.058457741765333325
2,2,1070,1070,1070,3,433.3298969072165,455.28678537956887,1067,1071,1,False,1,-0.0054171844643065015,-0.29385978172143723,-0.1025674575444395,0.2754320857375928
3,3,1071,1071,1071,3,433.4881154499151,455.7079796264856,1178,1072,1,False,1,0.1528013582342851,0.1273344651953039,-0.09555927794293202,-0.1744441042392716
4,4,1072,1072,1072,3,433.2335581787521,455.6897133220911,1186,1073,1,False,1,-0.10175591292869512,0.10906816080080262,0.1346275928967931,-0.06423037246690433
5,5,1073,1073,1073,3,433.14463176574975,455.6885536823425,1127,1074,1,False,1,-0.19068232593104995,0.10790852105219528,0.21695255610373693,-0.03058736239367693
6,6,1074,1074,1074,3,433.39316987740807,455.3274956217163,1142,1075,1,False,1,0.057855785727269904,-0.25314953957399666,-0.14653784311625567,0.2143796675608065
7,7,1075,1075,1075,3,433.2585910652921,455.49226804123714,1164,1076,1,False,1,-0.07672302638871997,-0.08837712005316689,0.03903109481097698,0.11033363841092445
8,8,1076,1076,1076,3,433.42304457527337,455.7275021026072,1189,1077,1,False,1,0.08773048359256563,0.14685694131691207,-0.027859280945995678,-0.16878228411037832
9,9,1077,1077,1077,3,433.17395104895104,455.2674825174825,1144,1078,1,False,1,-0.16136304272976076,-0.3131626438078001,0.03547794293396947,0.35049991241207423
10,10,1078,1078,1078,3,433.4176570458404,455.4660441426146,1178,1079,1,False,1,0.08234295415957149,-0.11460101867572803,-0.11858912685304099,0.07648774132809263
11,11,1079,1079,1079,3,433.4317032040472,455.73946037099495,1186,1080,1,False,1,0.09638911236640979,0.1588152097046418,-0.03153749166968624,-0.1830806336986471
