,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1224,1224,1224,3,433.8503155996393,455.224526600541,1109,1225,1,False,1,0.0,0.0,0.0,0.0
1,1,1225,1225,1225,3,434.0398582816652,455.1842338352524,1129,1226,1,False,1,0.18954268202588764,-0.04029276528859782,-0.1849270233407206,0.057895865849897865
2,2,1226,1226,1226,3,433.7811965811966,455.2649572649573,1170,1227,1,False,1,-0.06911901844273416,0.040430664416248874,0.06502146473562415,-0.04673635051285394
3,3,1227,1227,1227,3,433.7009189640768,455.4185463659148,1197,1228,1,False,1,-0.1493966355625389,0.19401976537375276,0.13053705754169562,-0.2071789098374837
4,4,1228,1228,1228,3,433.8220551378446,455.203842940685,1197,1229,1,False,1,-0.028260461794729963,-0.020683659856047143,0.030076150056770744,0.017941367942680884
5,5,1229,1229,1229,3,433.6339130434783,455.2173913043478,1150,1230,1,False,1,-0.21640255616102877,-0.007135296193212071,0.21611762378816446,-0.013196645518824109
6,6,1230,1230,1230,3,433.5998286203942,454.9820051413882,1167,1231,1,False,1,-0.25048697924512453,-0.24252145915284018,0.27213304941403194,0.21795409685892633
7,7,1231,1231,1231,3,434.0671902268761,455.3534031413613,1146,1232,1,False,1,0.21687462723679118,0.1288765408202721,-0.22800802027098566,-0.1079634632873649
8,8,1232,1232,1232,3,434.1591111111111,454.98044444444446,1125,1233,1,False,1,0.30879551147177153,-0.24408215609656736,-0.28453672473212765,0.271973563253077
9,9,1233,1233,1233,3,433.5452054794521,455.0091324200913,1095,1234,1,False,1,-0.30511012018723704,-0.2153941804497208,0.3239705356140956,0.18582230884959192
10,10,1234,1234,1234,3,433.682905982906,455.14700854700857,1170,1235,1,False,1,-0.16740961673332322,-0.077518053532458,0.17394325824085358,0.06147171146808034
11,11,1235,1235,1235,3,433.784715750233,454.8210624417521,1073,1236,1,False,1,-0.06559984940633967,-0.4034641587889496,0.10315908089025715,0.3955311260814837
