,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,0,38,5,574.9014084507043,449.8450704225352,71,43,8,False,8
1,1,39,9,575.012987012987,462.9350649350649,77,44,8,False,8
2,2,40,9,576.625,465.30555555555554,72,45,8,False,8
3,3,41,7,590.6627906976744,480.9767441860465,86,46,8,False,8
4,4,42,4,592.953488372093,492.8139534883721,86,47,8,False,8
5,5,43,4,594.9770114942529,502.81609195402297,87,48,8,False,8
6,6,44,7,595.4651162790698,518.5697674418604,86,49,8,False,8
7,7,45,3,595.7307692307693,526.7179487179487,78,50,8,False,8
8,8,46,7,594.6559139784946,545.0645161290323,93,51,8,False,8
9,9,47,8,594.3855421686746,554.8915662650602,83,52,8,False,8
10,10,48,5,591.4123711340206,570.0309278350516,97,53,8,False,8
11,11,49,4,587.940594059406,574.7920792079208,101,54,8,False,8
