,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,24,62,1,590.1278195488721,713.3233082706766,266,70,12,False,8
1,25,63,1,597.1610169491526,714.2330508474577,236,71,12,False,8
2,26,64,1,600.9302325581396,717.422480620155,258,72,12,False,8
3,27,65,1,607.9578947368421,720.4473684210526,190,73,12,False,8
4,28,66,1,615.73125,718.61875,160,74,12,False,8
5,29,67,1,620.0454545454545,717.7402597402597,154,75,12,False,8
6,30,68,1,623.9030303030303,716.1090909090909,165,76,12,False,8
7,31,69,1,630.5886075949367,713.0696202531645,158,77,12,False,8
8,32,70,1,642.609375,711.40625,128,78,12,False,8
9,33,71,1,653.2899408284023,710.6213017751479,169,79,12,False,8
10,34,72,1,666.070652173913,710.1902173913044,184,80,12,False,8
11,35,73,1,677.3812154696133,709.8729281767955,181,81,12,False,8
