,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,24,24,1,255.87755102040816,159.12244897959184,49,31,2,False,2
1,25,25,1,243.0985915492957,166.0845070422535,71,32,2,False,2
2,26,26,1,229.71875,173.625,32,33,2,False,2
3,27,27,1,217.86567164179104,180.0597014925373,67,34,2,False,2
4,28,28,1,205.5052631578948,186.4736842105264,95,35,2,False,2
5,29,29,1,194.07339449541288,192.72477064220183,109,36,2,False,2
6,30,30,2,182.275,199.45,160,37,2,False,2
7,31,31,2,170.35256410256412,206.99358974358967,156,38,2,False,2
8,32,32,2,158.46625766871165,214.01226993865032,163,39,2,False,2
9,33,33,2,145.58333333333334,221.4930555555556,144,40,2,False,2
10,34,34,1,133.65384615384616,228.6692307692308,130,41,2,False,2
11,35,35,2,121.47741935483872,235.70967741935485,155,42,2,False,2
