,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,24,24,2,471.0666125101544,299.33468724614136,1231,27,9,False,4
1,25,25,2,449.2220408163265,305.1567346938775,1225,28,9,False,4
2,26,26,1,426.8563122923588,309.8330564784053,1204,29,9,False,4
3,27,27,1,404.8159663865546,313.42605042016805,1190,30,9,False,4
4,28,28,1,382.9825291181364,316.4134775374376,1202,31,9,False,4
5,29,29,1,360.9557595993322,318.3238731218698,1198,32,9,False,4
6,30,30,1,339.8358333333333,320.8591666666667,1200,33,9,False,4
7,31,31,2,318.8650406504065,322.9146341463415,1230,34,9,False,4
8,32,32,2,297.3478260869565,323.8867924528302,1219,35,9,False,4
9,33,33,1,274.74257425742576,323.8943894389439,1212,36,9,False,4
10,34,34,1,252.56718878812865,323.0585325638912,1213,37,9,False,4
11,35,35,2,229.9958881578948,321.63486842105266,1216,38,9,False,4
