,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,12,12,1,700.8675645342312,155.3726150392817,891,13,1,False,2
1,13,13,1,689.6481069042317,165.60690423162583,898,14,1,False,2
2,14,14,1,678.5525727069352,175.4384787472036,894,15,1,False,2
3,15,15,1,667.0288568257491,184.4639289678136,901,16,1,False,2
4,16,16,1,655.5325112107623,193.68609865470853,892,17,1,False,2
5,17,17,1,643.2968397291196,202.7178329571106,886,18,1,False,2
6,18,18,1,630.8367346938776,211.18934240362813,882,19,1,False,2
7,19,19,1,618.3630057803468,220.5329479768786,865,20,1,False,2
8,20,20,1,604.5527809307605,229.9137343927356,881,21,1,False,2
9,21,21,1,591.8547105561862,238.61975028376844,881,22,1,False,2
10,22,22,1,578.9688195991091,247.0991091314031,898,23,1,False,2
11,23,23,1,566.5530726256983,255.0692737430168,895,24,1,False,2
