,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,48,48,1,209.15198237885463,425.136563876652,908,49,1,False,2
1,49,49,1,194.06942889137736,431.71556550951846,893,50,1,False,2
2,50,50,1,179.42937219730942,438.38677130044846,892,51,1,False,2
3,51,51,1,165.40863787375417,445.0487264673311,903,52,1,False,2
4,52,52,1,149.90315315315314,452.0878378378378,888,53,1,False,2
5,53,53,1,133.51187904967605,458.8120950323974,926,54,1,False,2
6,54,54,1,119.28697571743928,466.1203090507726,906,55,1,False,2
7,55,55,1,105.28729281767956,474.1646408839779,905,56,1,False,2
8,56,56,1,91.54741379310344,481.6810344827586,928,57,1,False,2
9,57,57,1,78.3814317673378,489.9742729306488,894,58,1,False,2
10,58,58,1,64.77297297297298,497.88324324324327,925,59,1,False,2
11,59,59,1,51.6952169076752,506.6440489432703,899,60,1,False,2
