,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,0,0,2,821.8150851581509,7.228710462287105,411,1,1,False,2
1,1,1,1,812.0772058823529,14.79656862745098,816,2,1,False,2
2,2,2,1,801.6894197952219,28.977246871444823,879,3,1,False,2
3,3,3,1,791.2429057888763,43.634506242905786,881,4,1,False,2
4,4,4,1,780.7842046718577,57.98442714126808,899,5,1,False,2
5,5,5,1,771.7392290249433,71.90589569160997,882,6,1,False,2
6,6,6,1,762.7525309336334,84.70191226096738,889,7,1,False,2
7,7,7,1,753.508398656215,97.27771556550952,893,8,1,False,2
8,8,8,1,743.719822812846,110.28349944629016,903,9,1,False,2
9,9,9,1,733.3607666290868,122.46899661781283,887,10,1,False,2
10,10,10,1,723.3322072072073,133.48986486486487,888,11,1,False,2
11,11,11,1,712.1024774774775,144.481981981982,888,12,1,False,2
