,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,24,24,1,553.3452115812918,263.5489977728285,898,25,1,False,2
1,25,25,1,539.6722222222222,271.22777777777776,900,26,1,False,2
2,26,26,1,525.6223463687151,279.3743016759777,895,27,1,False,2
3,27,27,1,512.1560758082497,286.81270903010034,897,28,1,False,2
4,28,28,1,497.96,294.44,900,29,1,False,2
5,29,29,1,483.8957871396896,301.5388026607539,902,30,1,False,2
6,30,30,1,469.84093437152393,308.51056729699667,899,31,1,False,2
7,31,31,1,455.26381059751975,315.3788049605412,887,32,1,False,2
8,32,32,1,440.161036036036,321.59797297297297,888,33,1,False,2
9,33,33,1,426.24603174603175,328.281179138322,882,34,1,False,2
10,34,34,1,412.9314606741573,334.9370786516854,890,35,1,False,2
11,35,35,1,398.34742857142857,341.848,875,36,1,False,2
