,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,1344,1566,2,262.8525641025641,531.0625,624,1568,2,False,0
1,1345,1567,2,287.8679245283019,530.180817610063,636,1569,2,False,0
2,1346,1568,2,302.58878504672896,551.0732087227415,642,1570,2,False,0
3,1347,1569,2,290.79487179487177,572.6426282051282,624,1571,2,False,0
4,1348,1570,2,266.12783171521033,567.1035598705502,618,1572,2,False,0
5,1349,1571,2,259.08169934640523,545.9575163398692,612,1573,2,False,0
6,1350,1572,2,282.9010067114094,540.9916107382551,596,1574,2,False,0
7,1351,1573,3,293.62666666666667,563.6183333333333,600,1575,2,False,0
8,1352,1574,2,276.59324758842445,582.5209003215434,622,1576,2,False,0
9,1353,1575,3,251.5479041916168,577.0748502994012,668,1577,2,False,0
10,1354,1576,2,246.32718894009216,553.1075268817204,651,1578,2,False,0
11,1355,1577,2,268.5414551607445,541.6142131979695,591,1579,2,False,0
