,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,696,918,2,245.24251968503933,535.3322834645669,635,920,2,False,0
1,697,919,2,271.40802675585286,537.3846153846154,598,921,2,False,0
2,698,920,2,279.5996592844974,561.6422487223168,587,922,2,False,0
3,699,921,2,257.81240063593003,575.4801271860096,629,923,2,False,0
4,700,922,2,238.403536977492,557.4742765273312,622,924,2,False,0
5,701,923,2,250.75928917609048,534.0953150242326,619,925,2,False,0
6,702,924,2,276.23481116584566,537.3661740558292,609,926,2,False,0
7,703,925,2,280.88777219430483,562.212730318258,597,927,2,False,0
8,704,926,2,255.568,568.3088,625,928,2,False,0
9,705,927,2,242.47301587301587,545.8936507936507,630,929,2,False,0
10,706,928,2,259.26221498371336,524.6058631921824,614,930,2,False,0
11,707,929,2,284.3042071197411,534.6796116504854,618,931,2,False,0
