,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,492,492,492,2,325.5299600532623,633.8695073235685,751,495,11,False,0
1,493,493,493,2,334.3996569468268,613.2590051457976,583,496,11,False,0
2,494,494,494,2,348.4241486068112,623.6950464396285,646,497,11,False,0
3,495,495,495,2,343.38492063492066,644.723544973545,756,498,11,False,0
4,496,496,496,2,319.0818414322251,652.3606138107417,782,499,11,False,0
5,497,497,497,2,308.0691562932227,629.6666666666666,723,500,11,False,0
6,498,498,498,2,329.1192250372578,618.6229508196722,671,501,11,False,0
7,499,499,499,2,342.209497206704,631.8840782122905,716,502,11,False,0
8,500,500,500,2,334.102402022756,657.6826801517067,791,503,11,False,0
9,501,501,501,2,310.1921568627451,653.5032679738562,765,504,11,False,0
10,502,502,502,2,315.5050505050505,631.8124098124098,693,505,11,False,0
11,503,503,503,2,336.7761194029851,632.9728629579375,737,506,11,False,0
