,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,516,738,2,279.2055921052632,550.547697368421,608,740,2,False,0
1,517,739,2,275.9718309859155,575.7957746478874,568,741,2,False,0
2,518,740,2,251.0217729393468,582.0108864696734,643,742,2,False,0
3,519,741,2,237.89389067524115,560.4147909967845,622,743,2,False,0
4,520,742,2,254.2188006482982,540.9805510534846,617,744,2,False,0
5,521,743,2,279.65570934256056,549.0103806228374,578,745,2,False,0
6,522,744,2,275.1005025125628,575.1591289782244,597,746,2,False,0
7,523,745,2,248.7402597402597,579.137987012987,616,747,2,False,0
8,524,746,2,236.3744,555.44,625,748,2,False,0
9,525,747,2,255.10887772194303,536.9514237855947,597,749,2,False,0
10,526,748,2,278.2818336162988,549.3293718166384,589,750,2,False,0
11,527,749,2,274.7651122625216,574.9257340241796,579,751,2,False,0
