,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,504,504,504,2,348.4127979924718,652.99121706399,797,507,11,False,0
1,505,505,505,2,332.1580976863753,677.6298200514138,778,508,11,False,0
2,506,506,506,2,314.93261455525607,664.77897574124,742,509,11,False,0
3,507,507,507,2,328.8653594771242,646.2039215686275,765,510,11,False,0
4,508,508,508,2,351.1095360824742,648.5412371134021,776,511,11,False,0
5,509,509,509,2,357.6256281407035,673.6092964824121,796,512,11,False,0
6,510,510,510,2,336.05843293492694,679.6918990703851,753,513,11,False,0
7,511,511,511,2,332.90055248618785,657.103591160221,724,514,11,False,0
8,512,512,512,2,349.6679790026247,641.5590551181102,762,515,11,False,0
9,513,513,513,2,373.00892857142856,653.7984693877551,784,516,11,False,0
10,514,514,514,2,364.8018018018018,676.3500643500644,777,517,11,False,0
11,515,515,515,2,347.9055330634278,663.7381916329284,741,518,11,False,0
