,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,x_shift,y_shift,x_rotate,y_rotate
0,0,24,24,1,698.9264305177112,503.24795640326977,367,26,1,0.0,0.0,0.0,0.0
1,1,25,25,1,712.2078239608802,497.1246943765281,409,27,1,13.281393443169009,-6.123262026741656,7.427536276578618,-12.59847032383288
2,2,26,26,1,728.1139896373057,491.0025906735751,386,28,1,29.18755911959454,-12.24536572969464,17.012980932473873,-26.691217076129867
3,3,27,27,1,737.9123867069486,491.2084592145015,331,29,1,38.98595618923741,-12.03949718876828,25.183365349822356,-32.10377520175572
4,4,28,28,1,749.2478873239437,490.8647887323944,355,30,1,50.321456806232504,-12.383167670875366,34.30401431281293,-38.843615417374096
5,5,29,29,1,765.5961002785515,486.8105849582173,359,31,1,66.66966976084029,-16.437371445052463,45.43076931821,-51.488612772123886
6,6,30,30,1,781.1696202531646,479.0759493670886,395,32,1,82.24318973545337,-24.172007036181185,53.82422369866578,-66.71717264134445
7,7,31,31,1,794.3227513227513,473.7936507936508,378,33,1,95.39632080504009,-29.454305609618984,61.62540711937787,-78.55140571278079
8,8,32,32,1,805.478021978022,470.0851648351649,364,34,1,106.55159146031076,-33.162791568104865,68.68112697365467,-87.95405155502083
9,9,33,33,1,820.4810126582279,467.06835443037977,395,35,1,121.55458214051669,-36.17960197289,79.29323210066016,-98.98011609057247
10,10,34,34,1,835.8688524590164,464.0765027322405,366,36,1,136.94242194130516,-39.17145367102927,90.23585511253141,-110.20490080737012
11,11,35,35,1,852.2083333333334,462.8541666666667,384,37,1,153.28190281562217,-40.39378973660308,102.96863588756602,-120.51746762820977
