,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,0,0,2,821.8150851581509,7.228710462287105,411,1,1,False,2,0.0,0.0,0.0,0.0
1,1,1,1,1,812.0772058823529,14.79656862745098,816,2,1,False,2,-9.737879275797923,7.567858165163876,-9.737879275797923,7.567858165163876
2,2,2,2,1,801.6894197952219,28.977246871444823,879,3,1,False,2,-20.125665362929,21.74853640915772,-20.125665362929,21.74853640915772
3,3,3,3,1,791.2429057888763,43.634506242905786,881,4,1,False,2,-30.572179369274522,36.40579578061868,-30.572179369274522,36.40579578061868
4,4,4,4,1,780.7842046718577,57.98442714126808,899,5,1,False,2,-41.0308804862932,50.755716678980974,-41.0308804862932,50.755716678980974
5,5,5,5,1,771.7392290249433,71.90589569160997,882,6,1,False,2,-50.075856133207594,64.67718522932286,-50.075856133207594,64.67718522932286
6,6,6,6,1,762.7525309336334,84.70191226096738,889,7,1,False,2,-59.0625542245175,77.47320179868026,-59.0625542245175,77.47320179868026
7,7,7,7,1,753.508398656215,97.27771556550952,893,8,1,False,2,-68.30668650193581,90.04900510322241,-68.30668650193581,90.04900510322241
8,8,8,8,1,743.719822812846,110.28349944629016,903,9,1,False,2,-78.09526234530483,103.05478898400305,-78.09526234530483,103.05478898400305
9,9,9,9,1,733.3607666290868,122.46899661781283,887,10,1,False,2,-88.45431852906404,115.24028615552572,-88.45431852906404,115.24028615552572
10,10,10,10,1,723.3322072072073,133.48986486486487,888,11,1,False,2,-98.48287795094359,126.26115440257776,-98.48287795094359,126.26115440257776
11,11,11,11,1,712.1024774774775,144.481981981982,888,12,1,False,2,-109.71260768067339,137.2532715196949,-109.71260768067339,137.2532715196949
