,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,12,12,1,700.8675645342312,155.3726150392817,891,13,1,False,2,0.0,0.0,0.0,0.0
1,1,13,13,1,689.6481069042317,165.60690423162583,898,14,1,False,2,-11.21945762999951,10.234289192344136,-11.990770882079074,9.318707981118994
2,2,14,14,1,678.5525727069352,175.4384787472036,894,15,1,False,2,-22.314991827296012,20.065863707921892,-23.826280741822952,18.245714362803703
3,3,15,15,1,667.0288568257491,184.4639289678136,901,16,1,False,2,-33.83870770848205,29.09131392853189,-36.0251417095395,26.33537260560544
4,4,16,16,1,655.5325112107623,193.68609865470853,892,17,1,False,2,-45.335053323468856,38.31348361542683,-48.212213456546436,34.62329505133426
5,5,17,17,1,643.2968397291196,202.7178329571106,886,18,1,False,2,-57.57072480511158,47.345217917828904,-61.121312742285085,42.66313564346127
6,6,18,18,1,630.8367346938776,211.18934240362813,882,19,1,False,2,-70.03082984035359,55.816727364346434,-74.2100181257844,50.1268131000275
7,7,19,19,1,618.3630057803468,220.5329479768786,865,20,1,False,2,-82.50455875388434,65.1603329375969,-87.38100185744528,58.45880359792503
8,8,20,20,1,604.5527809307605,229.9137343927356,881,21,1,False,2,-96.31478360347069,74.5411193534539,-101.88725738107972,66.72258087342587
9,9,21,21,1,591.8547105561862,238.61975028376844,881,22,1,False,2,-109.01285397804497,83.24713524448674,-115.2316612177613,74.4012910630421
10,10,22,22,1,578.9688195991091,247.0991091314031,898,23,1,False,2,-121.89874493512207,91.72649409212141,-128.7454477723206,81.8392534979065
11,11,23,23,1,566.5530726256983,255.0692737430168,895,24,1,False,2,-134.3144919085329,99.6966587037351,-141.75044096697815,88.80663814717694
