,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,24,24,1,553.3452115812918,263.5489977728285,898,25,1,False,2,0.0,0.0,0.0,0.0
1,1,25,25,1,539.6722222222222,271.22777777777776,900,26,1,False,2,-13.672989359069561,7.67878000494926,-12.382074917959251,9.622812536035523
2,2,26,26,1,525.6223463687151,279.3743016759777,895,27,1,False,2,-27.72286521257672,15.825303903149177,-25.06745066584088,19.76411941720042
3,3,27,27,1,512.1560758082497,286.81270903010034,897,28,1,False,2,-41.18913577304204,23.263711257271837,-37.28076666827708,29.118543985187316
4,4,28,28,1,497.96,294.44,900,29,1,False,2,-55.3852115812918,30.891002227171498,-50.187777123859156,38.768062988359546
5,5,29,29,1,483.8957871396896,301.5388026607539,902,30,1,False,2,-69.44942444160216,37.9898048879254,-63.04281169520357,47.875377014239305
6,6,30,30,1,469.84093437152393,308.51056729699667,899,31,1,False,2,-83.50427720976785,44.96156952416817,-75.90744210193748,56.85567060499217
7,7,31,31,1,455.26381059751975,315.3788049605412,887,32,1,False,2,-98.08140098377203,51.829807187712674,-89.3039239987399,65.81108789924563
8,8,32,32,1,440.161036036036,321.59797297297297,888,33,1,False,2,-113.18417554525575,58.04897520014447,-103.3165576171992,74.20262824036772
9,9,33,33,1,426.24603174603175,328.281179138322,882,34,1,False,2,-127.09917983526003,64.73218136549349,-116.0857097312675,82.87680505013944
10,10,34,34,1,412.9314606741573,334.9370786516854,890,35,1,False,2,-140.4137509071345,71.3880808788569,-128.2651291375112,91.43487399627452
11,11,35,35,1,398.34742857142857,341.848,875,36,1,False,2,-154.9977830098632,78.29900222717151,-141.66210866418103,100.43352755211285
