,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,108,108,3,505.8438507600184,560.5785352372179,2171,109,1,False,1,0.0,0.0,0.0,0.0
1,1,109,109,3,560.765595463138,538.1857277882798,2116,110,2,False,1,54.92174470311954,-22.39280744893813,59.247658458234824,2.747878071569769
2,2,110,110,1,577.7338638373121,590.4425287356322,2262,111,3,False,1,71.8900130772937,29.86399349841429,52.69637542641208,57.29855238001588
3,3,111,111,1,527.7010940919038,605.2043763676148,2285,112,1,False,1,21.857243331885343,44.62584113039691,1.0908094769691097,49.679119530740735
4,4,112,112,3,510.05338904363975,552.4433611884865,2154,113,2,False,1,4.2095382836213275,-8.135174048731415,7.237291909754465,-5.614523593095789
5,5,113,113,3,566.9948932219128,532.8426183844011,2154,114,3,False,1,61.15104246189435,-27.735916852816786,67.14510619456271,0.5155501563066736
6,6,114,114,1,586.7090829311102,591.847740236946,2279,115,1,False,1,80.86523217109175,31.269204999728117,60.25117943292594,62.343759369651075
7,7,115,115,1,532.3819780219781,605.869010989011,2275,116,2,False,1,26.53812726195963,45.29047575179311,5.059558341314876,52.248447458145165
8,8,116,116,3,520.3819348922513,554.4268684089867,2181,117,3,False,1,14.538084132232825,-6.151666828231214,15.777337478048125,0.5239437996753153
9,9,117,117,3,573.013856812933,543.9362586605081,2165,118,1,False,1,67.17000605291457,-16.642276576709833,67.94754552374727,13.111298185251494
10,10,118,118,1,584.3288829550512,599.7071651090342,2247,119,2,False,1,78.48503219503277,39.128629871816315,54.789846669691435,68.47643869399627
11,11,119,119,1,524.6912280701754,612.3324561403509,2280,120,3,False,1,18.847377310156958,51.75392090313301,-4.634752254461308,54.883613509488725
