,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,912,1134,2,254.77170418006432,547.6543408360128,622,1136,2,False,0,0.0,0.0,0.0,0.0
1,1,913,1135,2,270.6745027124774,525.4792043399639,553,1137,2,False,0,15.902798532413101,-22.175136496048935,-26.128929278513155,7.86859164904239
2,2,914,1136,2,294.74055829228246,535.3399014778325,609,1138,2,False,0,39.96885411221814,-12.314439358180266,-39.18189112210504,-14.626487064417821
3,3,915,1137,2,293.2945091514144,560.9134775374376,601,1139,2,False,0,38.52280497135007,13.259136701424836,-22.434444271288122,-34.00745387655789
4,4,916,1138,2,269.1008,567.4144,625,1140,2,False,0,14.329095819935674,19.760059163987194,0.7013980638474884,-24.398585326555377
5,5,917,1139,2,254.51974723538703,546.6745655608215,633,1141,2,False,0,-0.25195694467728913,-0.9797752751912867,-0.39809413028391877,0.9300338463092439
6,6,918,1140,2,269.5016129032258,524.0290322580645,620,1142,2,False,0,14.729908723161486,-23.625308577948317,-26.084299605056167,9.733176794326402
7,7,919,1141,2,294.62760834670945,533.4991974317817,623,1143,2,False,0,39.85590416664513,-14.155143404231126,-40.21535397591789,-13.0991025008118
8,8,920,1142,2,294.9492119089317,558.8826619964974,571,1144,2,False,0,40.1775077288674,11.228321160484597,-24.98448359464514,-33.40782697056325
9,9,921,1143,2,270.87138263665594,568.3247588424438,622,1145,2,False,0,16.09967845659162,20.670418006430964,-0.14613590914473917,-26.200085329293948
10,10,922,1144,2,255.51386623164765,547.7585644371941,613,1146,2,False,0,0.7421620515833354,0.10422360118127472,-0.524466518744975,-0.5353521649989899
11,11,923,1145,2,273.8150572831424,528.2733224222586,611,1147,2,False,0,19.04335310307806,-19.38101841375419,-26.912731896330314,3.738720909487215
