,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,324,324,2,455.12698412698415,637.953823953824,693,327,11,False,0,0.0,0.0,0.0,0.0
1,1,325,325,2,433.15,640.8867647058823,680,328,11,False,0,-21.976984126984178,2.9329407520583572,-21.23005896160205,6.393322239626244
2,2,326,326,2,426.70364238410593,621.1622516556291,604,329,11,False,0,-28.423341742878222,-16.791572298194865,-30.73352015170511,-12.053795881907254
3,3,327,327,2,446.2764227642276,608.6959349593496,615,330,11,False,0,-8.850561362756537,-29.257888994474342,-13.394312538746286,-27.476333388268635
4,4,328,328,2,465.6641337386018,627.5258358662614,658,331,11,False,0,10.537149611617622,-10.42798808756254,8.743161815064823,-11.972116728780753
5,5,329,329,2,450.1522346368715,647.5349162011173,716,332,11,False,0,-4.974749490112629,9.581092247293327,-3.3864514748649954,10.250727171713471
6,6,330,330,2,434.4931506849315,631.5188356164383,584,333,11,False,0,-20.633833442052662,-6.4349883373856755,-21.394989821266197,-3.0689685506007267
7,7,331,331,2,441.80252764612953,610.2638230647709,633,334,11,False,0,-13.324456480854622,-27.690000889053067,-17.56164238155052,-25.216383694108025
8,8,332,332,2,465.65348101265823,608.992088607595,632,335,11,False,0,10.526496885674078,-28.961735346229034,5.782889960768488,-30.26792749183137
9,9,333,333,2,471.3948948948949,633.9354354354355,666,336,11,False,0,16.267910767910735,-4.0183885183885195,15.421001106012017,-6.556301695757966
10,10,334,334,2,449.94618055555554,634.015625,576,337,11,False,0,-5.180803571428612,-3.938198953823985,-5.741553811852043,-3.063445196381855
11,11,335,335,2,441.9493464052288,612.5114379084968,612,338,11,False,0,-13.177637721755332,-25.442386045327225,-17.058973927336805,-23.020785220138205
