,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,180,180,3,457.62581699346407,451.3643790849673,612,183,11,False,0,0.0,0.0,0.0,0.0
1,1,181,181,3,481.00623052959503,453.0747663551402,642,184,11,False,0,23.38041353613096,1.7103872701728733,-22.44713248969819,6.759837625594353
2,2,182,182,3,489.5,477.7383900928792,646,185,11,False,0,31.87418300653593,26.37401100791186,-39.19565642871726,-13.238297326376816
3,3,183,183,3,468.9507462686567,493.3537313432836,670,186,11,False,0,11.32492927519263,41.98935225831627,-25.585645951866567,-35.1672354242812
4,4,184,184,3,456.4660194174757,474.71521035598704,618,187,11,False,0,-1.1597975759883639,23.35083127101973,-7.263477984544748,-22.222698734243217
5,5,185,185,3,475.11624203821657,460.74044585987264,628,188,11,False,0,17.4904250447525,9.376066774905325,-19.686335800166113,-2.5047513203284293
6,6,186,186,3,496.1739837398374,471.2829268292683,615,189,11,False,0,38.54816674637334,19.91854774430101,-43.121239392896385,-4.823734753147589
7,7,187,187,3,494.2484567901234,497.91975308641975,648,190,11,False,0,36.622639796659314,46.555374001452435,-50.844141225298166,-30.389042386243492
8,8,188,188,3,470.82666666666665,498.07666666666665,600,191,11,False,0,13.200849673202583,46.71228758169934,-29.02582424273727,-38.907605557777536
9,9,189,189,3,472.6853377265239,477.2438220757825,607,192,11,False,0,15.059520733059856,25.879442990815164,-23.31509123978322,-18.786730814723875
10,10,190,190,3,492.7692307692308,466.6200941915228,637,193,11,False,0,35.1434137757667,15.255715106555499,-38.27471589448115,-1.6859710625889104
11,11,191,191,3,512.6434108527131,485.8418604651162,645,194,11,False,0,55.017593859249075,34.4774813801489,-63.70662360716093,-12.533892649744619
