,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1080,1302,2,283.3694581280788,554.3054187192118,609,1304,2,False,0,0.0,0.0,0.0,0.0
1,1,1081,1303,2,267.8771653543307,567.651968503937,635,1305,2,False,0,-15.49229277374809,13.346549784725198,-19.579939369474992,5.896397275570802
2,2,1082,1304,2,257.1650485436893,548.7750809061489,618,1306,2,False,0,-26.20440958438951,-5.530337813062943,-21.693539738173058,-15.704969010518457
3,3,1083,1305,2,276.297342192691,543.0897009966777,602,1307,2,False,0,-7.072115935387785,-11.215717722534123,-1.9022071782134393,-13.122071318442265
4,4,1084,1306,2,285.8296178343949,568.4203821656051,628,1308,2,False,0,2.4601597063161194,14.11496344639329,-3.4900564410364088,13.896189582471177
5,5,1085,1307,2,267.18055555555554,586.2484567901234,648,1309,2,False,0,-16.18890257252326,31.943038070911598,-27.775930826711345,22.603891576719803
6,6,1086,1308,2,245.0286144578313,573.585843373494,664,1310,2,False,0,-38.340843670247494,19.280424654282115,-42.867641790521986,2.0298658860377135
7,7,1087,1309,2,251.5843949044586,548.187898089172,628,1311,2,False,0,-31.7850632236202,-6.117520630039849,-26.553608258708987,-18.51000246438445
8,8,1088,1310,2,277.53968253968253,544.7566137566138,567,1312,2,False,0,-5.829775588396274,-9.54880496259807,-1.4447493765499808,-11.094082155084173
9,9,1089,1311,2,288.2734899328859,568.2013422818792,596,1313,2,False,0,4.9040318048071185,13.895923562667349,-1.1681739671704836,14.68950609055589
10,10,1090,1312,2,271.340490797546,588.3972392638037,652,1314,2,False,0,-12.028967330532794,34.09182054459188,-24.84869613473182,26.258152705158953
11,11,1091,1313,2,246.97652582159623,577.4350547730829,639,1315,2,False,0,-36.39293230648258,23.12963605387108,-42.652651185963066,6.338527641126124
