,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1824,1824,1824,3,366.2246610716591,270.95287282117494,1549,1830,29,False,5,0.0,0.0,0.0,0.0
1,1,1825,1825,1825,4,358.2672750977836,256.96219035202085,1534,1831,29,False,5,-7.957385973875489,-13.99068246915408,-5.643597348370443,-15.07345336873378
2,2,1826,1826,1826,4,345.95193977996524,247.7127967573828,1727,1832,29,False,5,-20.27272129169387,-23.240076063792145,-16.340404476050896,-26.15483790010174
3,3,1827,1827,1827,4,331.23934226552984,241.11205846528625,1642,1833,29,False,5,-34.98531880612927,-29.840814355888682,-29.823340537362753,-35.00021560764461
4,4,1828,1828,1828,4,315.01045510455106,239.3573185731857,1626,1834,29,False,5,-51.21420596710806,-31.59555424798924,-45.5701858859294,-39.30053561213687
5,5,1829,1829,1829,4,298.7844878626406,242.4221432800473,1689,1835,29,False,5,-67.4401732090185,-28.53072954112764,-62.07668403806242,-38.841534334394616
6,6,1830,1830,1830,4,284.6430995475113,249.6351809954751,1768,1836,29,False,5,-81.58156152414779,-21.317691825699825,-77.1811766452222,-33.95675392543915
7,7,1831,1831,1831,4,272.8017142857143,261.03657142857145,1750,1837,29,False,5,-93.42294678594482,-9.916301392603486,-90.67730375162564,-24.572476550275596
8,8,1832,1832,1832,4,265.73585941790225,275.0439319055464,1821,1838,29,False,5,-100.48880165375687,4.091059084371466,-99.8703592873253,-11.859483886766135
9,9,1833,1833,1833,4,262.639180962922,290.5030437188711,1807,1839,29,False,5,-103.5854801087371,19.550170897696148,-105.37392396712133,2.914964709567837
10,10,1834,1834,1834,4,264.1621621621622,306.7551020408163,1813,1840,29,False,5,-102.06249890949692,35.80222921964139,-106.44147380283918,19.20327980909263
11,11,1835,1835,1835,4,270.3681868743048,321.7413793103448,1798,1841,29,False,5,-95.85647419735432,50.78850648916989,-102.68469806800057,34.98269314435447
