,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1812,1812,1812,3,269.8850252383623,282.31183398766126,1783,1818,29,False,5,0.0,0.0,0.0,0.0
1,1,1813,1813,1813,3,269.53200883002205,296.96578366445914,1812,1819,29,False,5,-0.3530164083402383,14.653949676797879,-5.139693239277346,-13.727578632840128
2,2,1814,1814,1814,3,275.04180238870794,312.3621064060804,1842,1820,29,False,5,5.156777150345647,30.050272418419127,-15.995847528752304,-25.956580761657285
3,3,1815,1815,1815,3,283.6873977086743,325.4986361156574,1833,1821,29,False,5,13.802372470312037,43.186802127996145,-28.91828253970761,-34.91902488337213
4,4,1816,1816,1816,3,295.8614623419461,335.54645409565694,1819,1822,29,False,5,25.976437103583805,53.23462010799568,-43.96205351081235,-39.69934399648859
5,5,1817,1817,1817,3,310.8514513375071,341.0221969265794,1757,1823,29,False,5,40.966426099144826,58.71036293891814,-59.91263840380475,-39.18712216087228
6,6,1818,1818,1818,3,326.13986409966026,341.7638731596829,1766,1824,29,False,5,56.25483886129797,59.452039172021614,-74.37387371013088,-34.17131496404104
7,7,1819,1819,1819,3,340.4628726287263,337.42547425474254,1845,1825,29,False,5,70.57784739036401,55.11364026708128,-86.04409336668454,-24.802416867152864
8,8,1820,1820,1820,3,353.24301675977654,329.95754189944137,1790,1826,29,False,5,83.35799152141425,47.64570791178011,-95.11525699230828,-13.105575919660556
9,9,1821,1821,1821,3,363.4478054567023,318.65302491103205,1686,1827,29,False,5,93.56278021834004,36.34119092337079,-100.36563111171654,1.1899964122325244
10,10,1822,1822,1822,3,369.1534328358209,303.40417910447763,1675,1828,29,False,5,99.26840759745863,21.092345116816375,-99.97011867952146,17.466514840244063
11,11,1823,1823,1823,3,370.5745672436751,286.5639147802929,1502,1829,29,False,5,100.68954200531283,4.252080792631659,-95.00573189210444,33.621049477258985
