,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,564,631,5,441.3301574150787,251.26139188069595,2414,632,2,False,5,0.0,0.0,0.0,0.0
1,1,565,632,5,436.75279040926,261.77511368334024,2419,633,2,False,5,-4.577367005818701,10.513721802644284,-4.020720945197998,-10.738921637213
2,2,566,633,5,434.1267432321575,274.3318293683347,2438,634,2,False,5,-7.203414182921222,23.070437487638742,-10.864391288214044,-21.589332173514222
3,3,567,634,5,434.925,286.7758333333333,2400,635,2,False,5,-6.4051574150786905,35.51444145263736,-20.0907219705014,-29.977733134924605
4,4,568,635,5,438.46043460434606,299.0828208282083,2439,636,2,False,5,-2.8697228107326396,47.821428947512345,-31.188978893242872,-36.36443277694926
5,5,569,636,4,444.7396523178808,309.6771523178808,2416,637,2,False,5,3.4094949028021233,58.41576043718487,-43.06832765965638,-39.61243334544451
6,6,570,637,4,452.85875,318.10375,2400,638,2,False,5,11.528592584921284,66.84235811930404,-54.762710230234745,-40.023178961418544
7,7,571,638,4,462.9667774086379,324.9647009966777,2408,639,2,False,5,21.63661999355918,73.70330911598177,-66.79789422020562,-37.925748867199275
8,8,572,639,4,474.15806988352745,328.9022462562396,2404,640,2,False,5,32.827912468448744,77.64085437554365,-77.57889874484583,-32.97405911830491
9,9,573,640,4,485.86493184634446,330.1676992978108,2421,641,2,False,5,44.53477443126576,78.90630741711487,-86.87246815820265,-25.743460527870496
10,10,574,641,4,498.3693467336684,328.7035175879397,2388,642,2,False,5,57.039189318589706,77.44212570724375,-94.84125190653893,-15.996527403748765
11,11,575,642,4,509.09971157808,324.5290482076638,2427,643,2,False,5,67.76955416300132,73.26765632696782,-99.650503182959,-5.535264264849239
