,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1740,1807,3,325.50453720508165,235.01875378100425,1653,1813,29,False,5,0.0,0.0,0.0,0.0
1,1,1741,1808,3,310.29888432178507,236.54081033470345,1703,1814,29,False,5,-15.20565288329658,1.5220565536992012,-5.358293512097318,-14.311436908926375
2,2,1742,1809,3,295.4391534391534,242.72251616696065,1701,1815,29,False,5,-30.06538376592823,7.703762385956395,-15.133012710266419,-27.097364857172597
3,3,1743,1810,3,283.0156794425087,253.3751451800232,1722,1816,29,False,5,-42.488857762572934,18.356391399018946,-28.60737907208964,-36.38513435165382
4,4,1744,1811,3,274.29994340690433,266.8053197509904,1767,1817,29,False,5,-51.204593798177314,31.786565969986157,-43.81926113094788,-41.378358548139886
5,5,1745,1812,3,269.8850252383623,282.31183398766126,1783,1818,29,False,5,-55.61951196671936,47.29308020665701,-59.93914763463512,-41.6828997033885
6,6,1746,1813,3,269.53200883002205,296.96578366445914,1812,1819,29,False,5,-55.972528375059596,61.94702988345489,-74.19650762950201,-38.27841035967606
7,7,1747,1814,3,275.04180238870794,312.3621064060804,1842,1820,29,False,5,-50.46273481637371,77.34335262507614,-87.6729523040221,-29.016120256353933
8,8,1748,1815,3,283.6873977086743,325.4986361156574,1833,1821,29,False,5,-41.81713949640732,90.47988233465315,-98.16311783657568,-17.29984276105496
9,9,1749,1816,3,295.8614623419461,335.54645409565694,1819,1822,29,False,5,-29.643074863135553,100.52770031465269,-104.76525150296199,-2.961839869946001
10,10,1750,1817,3,310.8514513375071,341.0221969265794,1757,1823,29,False,5,-14.653085867574532,106.00344314557515,-106.22740703987667,12.929844459391433
11,11,1751,1818,3,326.13986409966026,341.7638731596829,1766,1824,29,False,5,0.6353268945786112,106.74511937867862,-103.03648700181452,27.899937235704183
