,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1836,1836,1836,4,280.1406844106464,333.392721347094,1841,1842,29,False,5,0.0,0.0,0.0,0.0
1,1,1837,1837,1837,4,293.42917997870074,341.6932907348243,1878,1843,29,False,5,13.288495568054373,8.30056938773032,-5.493735339373631,-14.673187746486573
2,2,1838,1838,1838,4,308.38619201726,345.3268608414239,1854,1844,29,False,5,28.245507606613614,11.93413949432994,-15.151490024984867,-26.658295809150616
3,3,1839,1839,1839,3,324.74078624078624,344.8138820638821,1628,1845,29,False,5,44.60010183013986,11.421160716788108,-28.441560493240868,-36.20344779281208
4,4,1840,1840,1840,4,338.4519932622122,339.1274564851207,1781,1846,29,False,5,58.311308851565855,5.7347351380267355,-42.78219996423723,-40.03472609255671
5,5,1841,1841,1841,4,349.8704634282524,330.035175879397,1791,1847,29,False,5,69.729779017606,-3.35754546769698,-57.376033130466446,-39.76815328404673
6,6,1842,1842,1842,4,358.2900807381776,317.15455594002304,1734,1848,29,False,5,78.14939632753124,-16.238165407070937,-71.8954858553059,-34.67052459618192
7,7,1843,1843,1843,4,361.60877192982457,301.8175438596491,1710,1849,29,False,5,81.4680875191782,-31.575177487444876,-83.86196754426047,-24.519614943989826
8,8,1844,1844,1844,4,360.2766871165644,285.87055214723927,1630,1850,29,False,5,80.13600270591803,-47.522169199854716,-92.50909465880345,-11.05454207785494
9,9,1845,1845,1845,4,354.7202199144777,271.23213194868663,1637,1851,29,False,5,74.57953550383132,-62.16058939840735,-97.00773376580884,3.9427883466633205
10,10,1846,1846,1846,4,344.6370023419204,256.88056206089,1281,1852,29,False,5,64.496317931274,-76.512159286204,-97.73969119280927,21.467144916446387
11,11,1847,1847,1847,4,332.6386815920398,251.7742537313433,1608,1853,29,False,5,52.49799718139343,-81.61846761575069,-91.3259568926954,32.82047473200956
