,Unnamed: 0,index,Unnamed: 0.1,Unnamed: 0.1.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,1848,1848,1848,4,317.7850087158629,248.50784427658337,1721,1854,29,False,5,0.0,0.0,0.0,0.0
1,1,1849,1849,1849,4,309.60388821385175,247.08262454434995,1646,1855,29,False,5,-8.18112050201114,-1.4252197322334155,-2.911799014873787,-7.7771081033090015
2,2,1850,1850,1850,4,303.58573853989816,248.383701188455,1767,1856,29,False,5,-14.199270175964728,-0.12414308812836339,-7.080050905699203,-12.30884089624524
3,3,1851,1851,1851,4,297.6455770357352,249.9431751611013,1707,1857,29,False,5,-20.1394316801277,1.4353308845179242,-11.431680162855589,-16.642522999856613
4,4,1852,1852,1852,4,295.54731308411215,252.97663551401868,1712,1858,29,False,5,-22.23769563175074,4.468791237435312,-15.109914078692572,-16.916728367763447
5,5,1853,1853,1853,4,289.4660130718954,254.4307189542484,1530,1859,29,False,5,-28.31899564396747,5.922874677665021,-19.442089237393816,-21.42547840342403
6,6,1854,1854,1854,4,285.9049255441008,256.91237113402065,1746,1860,29,False,5,-31.880083171762067,8.404526857437276,-23.38484649853697,-23.24058366254416
7,7,1855,1855,1855,4,285.0227531285552,258.06598407281,1758,1861,29,False,5,-32.76225558730766,9.55813979622664,-24.826288568178725,-23.417489691719776
8,8,1856,1856,1856,4,284.50169491525423,258.8853107344633,1770,1862,29,False,5,-33.28331380060865,10.377466457879933,-25.7966471874519,-23.452159421263097
9,9,1857,1857,1857,4,283.6446558477896,259.53665360940124,1787,1863,29,False,5,-34.14035286807331,11.028809332817872,-26.792190440174885,-23.861618986850267
10,10,1858,1858,1858,4,284.35878719820323,259.9713644020213,1781,1864,29,False,5,-33.426221517659656,11.463520125437952,-26.80563654935569,-23.0256906041452
