,id,x,y,size,frame,track,ignore,track_fixed
0,4,471.8440965427267,154.2635355512068,1533,1,3,False,1
1,4,469.9613559322034,143.96881355932203,1475,2,3,False,1
2,4,463.319375443577,134.62242725337117,1409,3,3,False,1
3,4,451.5158987670344,129.17391304347825,1541,4,3,False,1
4,4,440.2237998647735,134.2866801893171,1479,5,3,False,1
5,4,435.6360052562418,144.47831800262813,1522,6,3,False,1
6,4,439.1785260482847,153.43011435832275,1574,7,3,False,1
7,4,449.4521072796935,150.69731800766283,1566,8,3,False,1
8,4,457.7638691322902,147.32645803698435,1406,9,3,False,1
9,4,461.99605263157895,137.16315789473686,1520,10,3,False,1
10,4,459.7645875251509,126.35010060362173,1491,11,3,False,1
11,4,450.3477946493131,119.54446854663776,1383,12,3,False,1
12,4,438.606121091151,119.9121756487026,1503,13,3,False,1
13,4,430.7725409836066,127.31489071038251,1464,14,3,False,1
14,4,431.08210947930576,137.19692923898532,1498,15,3,False,1
15,5,440.5985611510792,139.12230215827338,1390,16,3,False,1
16,5,446.41520467836256,143.0006497725796,1539,17,3,False,1
17,4,454.06535947712416,136.6875816993464,1530,18,3,False,1
18,4,457.0488599348534,126.11074918566776,1535,19,3,False,1
19,4,451.5669344042838,116.07362784471218,1494,20,3,False,1
20,4,441.3225806451613,112.39038841342987,1519,21,3,False,1
21,4,431.69364548494985,115.8923076923077,1495,22,3,False,1
22,4,426.6150767178119,123.2615076717812,1499,23,3,False,1
23,4,429.42724252491695,128.89634551495016,1505,24,3,False,1
24,5,432.0807570977918,138.76403785488958,1585,25,3,False,1
25,4,441.923828125,137.32421875,1536,26,3,False,1
26,4,449.1664473684211,128.4763157894737,1520,27,3,False,1
27,4,448.3192052980132,117.50728476821192,1510,28,3,False,1
28,4,441.5776636713736,108.38960205391528,1558,29,3,False,1
29,4,432.14305177111714,106.2874659400545,1468,30,3,False,1
30,4,423.1519886363636,109.39417613636364,1408,31,3,False,1
31,4,418.661865569273,119.05212620027434,1458,32,3,False,1
32,5,418.588122605364,131.08301404853128,1566,33,3,False,1
33,4,428.05410447761193,135.93221393034827,1608,34,3,False,1
34,4,437.8691767708998,131.6458200382897,1567,35,3,False,1
35,4,443.2282894736842,120.96710526315788,1520,36,3,False,1
36,4,441.4273504273504,109.59697567389875,1521,37,3,False,1
37,4,432.7950032030749,101.71620755925689,1561,38,3,False,1
38,5,421.8387319090282,98.12405237767057,1451,39,3,False,1
39,4,410.8333333333333,105.96951219512196,1476,40,3,False,1
40,4,406.4116424116424,118.27234927234927,1443,41,3,False,1
41,4,410.3337539432177,129.40820189274447,1585,42,3,False,1
42,4,421.9189698492463,131.6532663316583,1592,43,3,False,1
43,4,432.431640625,125.474609375,1536,44,3,False,1
44,4,435.8676942838793,112.88696210661529,1557,45,3,False,1
45,5,431.861932938856,101.1222879684418,1521,46,3,False,1
46,5,422.0672494956288,92.41291190316072,1487,47,3,False,1
47,5,408.5855307640297,95.97498309668696,1479,48,3,False,1
48,5,400.1953592814371,105.93338323353294,1336,49,3,False,1
49,5,399.4746703678001,117.3768216516308,1441,50,3,False,1
50,5,406.6292993630573,125.97324840764333,1570,51,3,False,1
51,5,418.8372670807453,126.67453416149068,1610,52,3,False,1
52,5,427.3645505971088,118.5109993714645,1591,53,3,False,1
53,5,428.5397030342156,105.66881859264042,1549,54,3,False,1
54,6,423.2462442847812,95.40627041149575,1531,55,3,False,1
55,5,409.92447349310095,92.74001452432825,1377,56,3,False,1
56,5,397.83,98.754,1500,57,3,False,1
57,5,392.3180026281209,108.09067017082786,1522,58,3,False,1
58,5,395.07608695652175,118.49168797953963,1564,59,3,False,1
59,5,405.24921531701193,123.68549905838042,1593,60,3,False,1
60,5,416.06161745827984,119.05263157894736,1558,61,3,False,1
61,5,421.52891487979207,106.83040935672514,1539,62,3,False,1
62,6,420.5850706119704,95.39340954942838,1487,63,3,False,1
63,5,409.0556282722513,88.00065445026178,1528,64,3,False,1
64,5,397.1973063973064,88.44983164983165,1485,65,3,False,1
65,5,387.4477711244178,94.77511643379908,1503,66,3,False,1
66,5,384.4775132275132,105.94907407407408,1512,67,3,False,1
67,5,389.9625564880568,114.88250484183344,1549,68,3,False,1
68,5,400.6879063719116,117.02730819245774,1538,69,3,False,1
69,5,410.69302038295245,107.07906114885732,1619,70,3,False,1
70,5,414.42523659306,96.15520504731862,1585,71,3,False,1
71,5,409.3406374501992,86.29415670650731,1506,72,3,False,1
72,6,398.6108506363028,80.32618888144675,1493,73,3,False,1
73,5,387.4801945795692,82.01737317581654,1439,74,3,False,1
74,5,379.5945378151261,90.51190476190476,1428,75,3,False,1
75,5,380.2661774516344,101.10206804536358,1499,76,3,False,1
76,5,387.8658854166667,107.90494791666669,1536,77,3,False,1
77,5,398.521625163827,103.5307994757536,1526,78,3,False,1
78,5,406.2493506493507,92.94350649350648,1540,79,3,False,1
79,6,405.5157509157509,83.32454212454212,1365,80,3,False,1
80,5,398.45878378378376,73.62094594594595,1480,81,3,False,1
81,5,387.3888888888889,71.76291079812206,1278,82,3,False,1
82,5,376.219696969697,76.99931129476585,1452,83,3,False,1
83,5,372.118968935889,86.71315267680106,1513,84,3,False,1
84,5,376.1902860944777,95.11976047904191,1503,85,3,False,1
85,5,386.3015873015873,95.83301587301588,1575,86,3,False,1
86,7,396.1146616541353,91.90538847117794,1596,87,3,False,1
87,5,399.8636664460622,82.84910655195235,1511,88,3,False,1
88,5,397.7352941176471,72.95028011204482,1428,89,3,False,1
89,5,387.58844507845936,65.20542082738945,1402,90,3,False,1
90,5,380.48073836276086,65.67656500802568,1246,91,3,False,1
91,5,382.2904148783977,68.12231759656652,1398,92,3,False,1
92,5,384.8063604240282,68.57102473498233,1415,93,3,False,1
93,6,389.8145454545455,74.13018181818182,1375,94,3,False,1
94,5,397.5083591331269,81.07120743034056,1615,95,3,False,1
95,5,407.6056338028169,79.11200536552649,1491,96,3,False,1
96,5,414.3708651399491,69.12150127226464,1572,97,3,False,1
97,5,413.44489795918366,58.51768707482993,1470,98,3,False,1
98,5,405.2215868477484,50.76054324517513,1399,99,3,False,1
99,5,393.77717810331535,50.479568234387045,1297,100,3,False,1
100,5,384.6361573373677,57.21406959152799,1322,101,3,False,1
101,5,383.260162601626,68.17682926829268,1476,102,3,False,1
102,6,388.0701624815362,77.97784342688331,1354,103,3,False,1
103,6,398.1477058453802,80.75361407919547,1591,104,3,False,1
104,5,407.4234234234234,74.01287001287001,1554,105,3,False,1
105,5,410.5168236877524,62.89098250336474,1486,106,3,False,1
106,5,406.3039288361749,53.60118606375093,1349,107,3,False,1
107,5,396.2845026985351,48.1781033153431,1297,108,3,False,1
108,5,385.5739837398374,49.16178861788618,1230,109,3,False,1
109,5,380.1192873741286,57.13013168086754,1291,110,3,False,1
110,5,380.8279494382023,69.07233146067416,1424,111,3,False,1
111,6,387.955640050697,75.49429657794677,1578,112,3,False,1
112,5,399.11354581673305,74.00929614873839,1506,113,3,False,1
113,5,406.2836315440689,64.42942345924453,1509,114,3,False,1
114,5,406.41335227272725,53.84517045454545,1408,115,3,False,1
115,5,399.1932367149759,45.21819645732689,1242,116,3,False,1
116,5,388.60146252285193,41.13619744058501,1094,117,3,False,1
117,5,379.2773471145564,46.02153316106804,1161,118,3,False,1
118,5,375.6961920529801,58.0703642384106,1208,119,3,False,1
119,5,380.7400275103164,68.57565337001375,1454,120,3,False,1
120,5,390.4448742746615,71.94197292069633,1551,121,3,False,1
121,6,400.566833452466,66.2952108649035,1399,122,3,False,1
122,5,403.63326071169206,54.68119099491648,1377,123,3,False,1
123,5,398.3850482315112,42.983118971061096,1244,124,3,False,1
124,5,388.7423469387755,37.31377551020408,1176,125,3,False,1
125,5,378.0044642857143,39.94107142857143,1120,126,3,False,1
126,6,371.9506369426752,49.98328025477707,1256,127,3,False,1
127,6,374.6335540838852,60.90139808682855,1359,128,3,False,1
128,5,383.46173969914975,66.95421844342708,1529,129,3,False,1
129,5,394.82899131596525,63.4001336005344,1497,130,3,False,1
130,5,400.9382183908046,53.77729885057471,1392,131,3,False,1
131,5,400.243115656963,42.05192761605036,1271,132,3,False,1
132,5,391.1954425942156,34.08413672217353,1141,133,3,False,1
133,6,380.0435168738898,35.16429840142096,1126,134,3,False,1
134,6,371.3694709453599,42.95836947094536,1153,135,3,False,1
135,6,370.3862520458265,54.20458265139116,1222,136,3,False,1
136,5,379.5709219858156,63.28865248226951,1410,137,3,False,1
137,5,390.6961483594865,63.284593437945794,1402,138,3,False,1
138,5,399.2330300909727,53.53603918824353,1429,139,3,False,1
139,5,401.1521739130435,41.21972049689441,1288,140,3,False,1
140,5,392.4648288973384,33.594106463878326,1052,141,3,False,1
141,5,380.62545454545455,31.329090909090908,1100,142,3,False,1
142,5,370.29050814956855,36.2301054650048,1043,143,3,False,1
143,5,367.1082693947144,47.011082693947145,1173,144,3,False,1
144,5,374.2414056531704,56.922077922077925,1309,145,3,False,1
145,5,385.73993808049534,60.325851393188856,1292,146,3,False,1
146,5,395.5426356589147,52.4707540521494,1419,147,3,False,1
147,5,398.758854559156,40.14167294649585,1327,148,3,False,1
148,5,392.3598645215919,31.734123624047417,1181,149,3,False,1
149,5,380.7822497420021,28.23219814241486,969,150,3,False,1
150,5,370.5164835164835,32.223443223443226,1092,151,3,False,1
151,6,366.0734908136483,41.75240594925634,1143,152,3,False,1
152,5,370.6218487394958,50.59477124183007,1071,153,3,False,1
153,6,382.0776923076923,54.12461538461538,1300,154,3,False,1
154,5,392.7737226277373,49.0978102189781,1370,155,3,False,1
155,5,396.6794217687074,38.74574829931973,1176,156,3,False,1
156,5,392.29848229342326,28.254637436762227,1186,157,3,False,1
157,5,380.8016378525933,24.15741583257507,1099,158,3,False,1
158,5,370.1626452189455,26.51385165326184,1119,159,3,False,1
159,5,364.4445422535212,34.9137323943662,1136,160,3,False,1
160,5,366.6704180064309,45.18167202572347,1244,161,3,False,1
161,5,376.2638297872341,50.60255319148936,1175,162,3,False,1
162,5,387.9239720713732,46.9433669511249,1289,163,3,False,1
163,5,394.2591439688716,37.838132295719845,1285,164,3,False,1
164,5,390.5858585858586,28.00459136822773,1089,165,3,False,1
165,5,381.0588793922127,21.61918328584996,1053,166,3,False,1
166,5,370.37943925233645,21.36822429906542,1070,167,3,False,1
167,5,362.9878854625551,27.92511013215859,908,168,3,False,1
168,5,362.6044843049327,37.60358744394619,1115,169,3,False,1
169,5,369.164406779661,44.817796610169495,1180,170,3,False,1
170,5,380.69451697127937,43.42123585726719,1149,171,3,False,1
171,5,389.1450079239303,37.31537242472266,1262,172,3,False,1
172,5,389.2118270079435,27.08296557811121,1133,173,3,False,1
173,6,381.2716873212584,18.35938989513823,1049,174,3,False,1
174,6,370.6670050761421,15.918781725888325,985,175,3,False,1
175,6,361.22952586206895,20.380387931034484,928,176,3,False,1
176,5,357.6841155234657,30.57129963898917,1108,177,3,False,1
177,5,361.67139959432046,37.88539553752536,986,178,3,False,1
178,5,373.0699734278122,41.21080602302923,1129,179,3,False,1
179,5,382.7017543859649,38.49769159741459,1083,180,3,False,1
180,7,386.1739130434783,27.510074231177093,943,181,3,False,1
181,6,384.0900562851783,17.205440900562852,1066,182,3,False,1
182,5,373.4780600461894,13.737875288683602,866,183,3,False,1
183,5,362.0298672566372,15.238938053097344,904,184,3,False,1
184,5,355.5828677839851,20.557728119180634,1074,185,3,False,1
185,5,357.56852791878174,30.32690355329949,985,186,3,False,1
186,5,366.65029469548136,36.355599214145386,1018,187,3,False,1
187,5,374.7193877551021,34.93877551020408,980,188,3,False,1
188,5,380.57270294380015,26.15343443354148,1121,189,3,False,1
189,5,379.36344314558977,17.004250797024444,941,190,3,False,1
190,6,372.8094117647059,12.338823529411764,850,191,3,False,1
191,5,361.3685534591195,12.984905660377358,795,192,3,False,1
192,5,354.53072033898303,16.16313559322034,944,193,3,False,1
193,5,353.1013133208255,23.25609756097561,1066,194,3,False,1
194,5,360.81215970961887,32.258620689655174,1102,195,3,False,1
195,5,370.633423180593,32.92183288409704,1113,196,3,False,1
196,6,378.07827788649706,24.595890410958905,1022,197,3,False,1
197,5,379.36044176706827,15.826305220883532,996,198,3,False,1
198,6,373.7335058214748,10.552393272962483,773,199,3,False,1
199,6,362.7479674796748,10.621138211382114,615,200,3,False,1
200,5,354.29639175257734,12.57603092783505,776,201,3,False,1
201,5,350.7583603020496,16.810140237324703,927,202,3,False,1
202,5,356.9525939177102,26.220035778175312,1118,203,3,False,1
203,5,366.1068416119962,30.01593252108716,1067,204,3,False,1
204,6,375.9783588818756,23.41208295761948,1109,205,3,False,1
205,5,378.9204892966361,15.904179408766565,981,206,3,False,1
206,6,375.7708333333333,9.598611111111111,720,207,3,False,1
207,5,364.83404255319147,7.895744680851064,470,208,3,False,1
208,5,357.41980198019803,9.257425742574258,505,209,3,False,1
209,5,352.2796391752577,11.949742268041238,776,210,3,False,1
210,5,350.8946259220232,19.12855637513172,949,211,3,False,1
211,5,360.40710382513663,24.925318761384336,1098,212,3,False,1
212,6,371.1098445595855,23.492227979274613,965,213,3,False,1
213,5,377.8759278897137,16.200424178154826,943,214,3,False,1
214,5,377.5806451612903,10.325652841781874,651,215,3,False,1
215,6,368.0837438423645,6.305418719211823,406,216,3,False,1
216,5,360.93658536585366,7.773170731707317,410,217,3,False,1
217,5,353.59354838709675,9.667741935483871,620,218,3,False,1
218,5,350.5604719764012,14.379547689282203,1017,219,3,False,1
219,5,355.96628216504,21.87488908606921,1127,220,3,False,1
220,5,365.5464015151515,24.80208333333333,1056,221,3,False,1
221,6,375.60271317829455,20.12984496124031,1032,222,3,False,1
222,5,379.0097205346294,13.545565006075334,823,223,3,False,1
223,5,376.74311926605503,7.596330275229357,545,224,3,False,1
224,5,365.5297619047619,5.806547619047619,336,225,3,False,1
225,5,357.62820512820514,7.4743589743589745,390,226,3,False,1
226,5,350.6542056074766,9.79127725856698,642,227,3,False,1
227,5,350.294,13.656,1000,228,3,False,1
