,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1008,1008,1008,3,433.3654008438818,455.90717299578057,1185,1009,1,False,1
1,1009,1009,1009,3,433.1365719523373,455.65352887259394,1091,1010,1,False,1
2,1010,1010,1010,3,433.3945578231293,455.42261904761904,1176,1011,1,False,1
3,1011,1011,1011,3,433.3385608856088,455.4963099630996,1084,1012,1,False,1
4,1012,1012,1012,3,433.0217770034843,455.1559233449477,1148,1013,1,False,1
5,1013,1013,1013,3,433.0813758389262,455.5729865771812,1192,1014,1,False,1
6,1014,1014,1014,3,433.4110060189166,455.3508168529665,1163,1015,1,False,1
7,1015,1015,1015,3,433.29616724738673,455.5879790940767,1148,1016,1,False,1
8,1016,1016,1016,3,433.0872881355932,455.5101694915254,1180,1017,1,False,1
9,1017,1017,1017,3,433.20808254514185,455.8030954428203,1163,1018,1,False,1
10,1018,1018,1018,3,433.3168232280103,455.3142613151153,1171,1019,1,False,1
11,1019,1019,1019,3,433.1646734130635,454.9540018399264,1087,1020,1,False,1
