,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1260,1260,1260,3,433.5661331086773,455.53159224936815,1187,1261,1,False,1
1,1261,1261,1261,3,433.5068376068376,455.2017094017094,1170,1262,1,False,1
2,1262,1262,1262,3,433.7078449053201,455.044183949504,1109,1263,1,False,1
3,1263,1263,1263,3,433.7052896725441,455.31150293870695,1191,1264,1,False,1
4,1264,1264,1264,3,433.7613344739093,455.4183062446536,1169,1265,1,False,1
5,1265,1265,1265,3,433.690635451505,455.3954849498328,1196,1266,1,False,1
6,1266,1266,1266,3,433.621644295302,455.503355704698,1192,1267,1,False,1
7,1267,1267,1267,3,433.8430717863105,455.2529215358932,1198,1268,1,False,1
8,1268,1268,1268,3,433.45020920502094,455.126359832636,1195,1269,1,False,1
9,1269,1269,1269,3,433.8019281332165,454.9614373356704,1141,1270,1,False,1
10,1270,1270,1270,3,433.45325542570953,455.2253756260434,1198,1271,1,False,1
11,1271,1271,1271,3,433.6093474426808,455.1746031746032,1134,1272,1,False,1
