,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1200,1200,1200,3,433.57603686635946,454.9059907834101,1085,1201,1,False,1
1,1201,1201,1201,3,433.5426160337553,455.4523206751055,1185,1202,1,False,1
2,1202,1202,1202,3,433.80795847750863,455.2223183391004,1156,1203,1,False,1
3,1203,1203,1203,3,433.62063086104007,455.0622335890878,1173,1204,1,False,1
4,1204,1204,1204,3,433.8370307167236,455.1817406143344,1172,1205,1,False,1
5,1205,1205,1205,3,433.65160729800175,455.254561251086,1151,1206,1,False,1
6,1206,1206,1206,3,433.8854515050167,455.2876254180602,1196,1207,1,False,1
7,1207,1207,1207,3,433.8859574468085,455.2110638297872,1175,1208,1,False,1
8,1208,1208,1208,3,433.69879518072287,454.9974182444062,1162,1209,1,False,1
9,1209,1209,1209,3,433.8696397941681,455.3147512864494,1166,1210,1,False,1
10,1210,1210,1210,3,433.60833333333335,455.12416666666667,1200,1211,1,False,1
11,1211,1211,1211,3,433.99666388657215,455.2301918265221,1199,1212,1,False,1
