,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1080,1080,1080,3,433.3955037468776,455.6061615320566,1201,1081,1,False,1
1,1081,1081,1081,3,433.2374039282664,455.4141759180188,1171,1082,1,False,1
2,1082,1082,1082,3,433.32736572890025,455.48849104859335,1173,1083,1,False,1
3,1083,1083,1083,3,433.3095238095238,455.6694139194139,1092,1084,1,False,1
4,1084,1084,1084,3,433.18968386023295,455.7179700499168,1202,1085,1,False,1
5,1085,1085,1085,3,433.3002729754322,455.6487716105551,1099,1086,1,False,1
6,1086,1086,1086,3,433.3614864864865,455.4923986486487,1184,1087,1,False,1
7,1087,1087,1087,3,433.53496208930073,455.5551811288964,1187,1088,1,False,1
8,1088,1088,1088,3,433.4121435142594,455.55565777368906,1087,1089,1,False,1
9,1089,1089,1089,3,433.7915951972556,455.541166380789,1166,1090,1,False,1
10,1090,1090,1090,3,433.54725085910655,455.2371134020619,1164,1091,1,False,1
11,1091,1091,1091,3,433.3094209161625,455.1581676750216,1157,1092,1,False,1
