,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,588,588,2,540.6803355079218,337.31500465983225,1073,589,1,False,1
1,589,589,2,540.1276995305165,338.3380281690141,1065,590,1,False,1
2,590,590,2,540.1015325670498,338.9061302681992,1044,591,1,False,1
3,591,591,2,540.8011204481793,343.9495798319328,1071,592,1,False,1
4,592,592,2,542.1721234798878,349.21983161833487,1069,593,1,False,1
5,593,593,2,544.0611476952023,353.6105362182502,1063,594,1,False,1
6,594,594,2,545.9295774647887,358.3849765258216,1065,595,1,False,1
7,595,595,2,548.5899347623485,363.0726933830382,1073,596,1,False,1
8,596,596,2,551.4555984555984,367.16988416988414,1036,597,1,False,1
9,597,597,2,553.8789571694599,371.46461824953445,1074,598,1,False,1
10,598,598,2,557.7507029053421,375.4076850984068,1067,599,1,False,1
11,599,599,2,559.6267985611511,378.9307553956834,1112,600,1,False,1
