,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1092,1092,1092,3,433.23885618166526,455.44995794785535,1189,1093,1,False,1
1,1093,1093,1093,3,433.2504230118443,455.7301184433164,1182,1094,1,False,1
2,1094,1094,1094,3,433.3285351397121,455.6782387806943,1181,1095,1,False,1
3,1095,1095,1095,3,433.43104943625326,455.3902862098873,1153,1096,1,False,1
4,1096,1096,1096,3,433.463706233988,456.0324508966695,1171,1097,1,False,1
5,1097,1097,1097,3,433.4452359750668,455.6162065894925,1123,1098,1,False,1
6,1098,1098,1098,3,433.4602473498233,455.4726148409894,1132,1099,1,False,1
7,1099,1099,1099,3,433.4410745233969,455.1785095320624,1154,1100,1,False,1
8,1100,1100,1100,3,433.5230375426621,455.4931740614334,1172,1101,1,False,1
9,1101,1101,1101,3,433.6317228805834,455.3919781221513,1097,1102,1,False,1
10,1102,1102,1102,3,433.31325301204816,455.6496756255792,1079,1103,1,False,1
11,1103,1103,1103,3,433.52096342551295,455.24174843889386,1121,1104,1,False,1
