,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,948,948,948,3,433.18617021276594,455.7916666666667,1128,949,1,False,1
1,949,949,949,3,433.36693191865606,455.6976127320955,1131,950,1,False,1
2,950,950,950,3,433.26338147833474,455.58878504672896,1177,951,1,False,1
3,951,951,951,3,433.2635193133047,455.9244635193133,1165,952,1,False,1
4,952,952,952,3,433.0434782608696,455.8321739130435,1150,953,1,False,1
5,953,953,953,3,433.04717775905647,455.79865206402695,1187,954,1,False,1
6,954,954,954,3,433.3088372093024,455.6279069767442,1075,955,1,False,1
7,955,955,955,3,433.0468883205456,455.8721227621484,1173,956,1,False,1
8,956,956,956,3,433.1467486818981,455.58260105448153,1138,957,1,False,1
9,957,957,957,3,432.972027972028,455.7744755244755,1144,958,1,False,1
10,958,958,958,3,433.0110497237569,455.7918968692449,1086,959,1,False,1
11,959,959,959,3,433.0563124432334,455.6294277929155,1101,960,1,False,1
