,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1236,1236,1236,3,433.8974358974359,454.9807692307692,1092,1237,1,False,1
1,1237,1237,1237,3,433.8706083976007,455.4867180805484,1167,1238,1,False,1
2,1238,1238,1238,3,433.5021533161068,455.161068044789,1161,1239,1,False,1
3,1239,1239,1239,3,433.42261353104726,455.3707136237257,1079,1240,1,False,1
4,1240,1240,1240,3,433.7409948542024,455.0128644939966,1166,1241,1,False,1
5,1241,1241,1241,3,433.70111972437553,455.062015503876,1161,1242,1,False,1
6,1242,1242,1242,3,433.8733108108109,455.2491554054054,1184,1243,1,False,1
7,1243,1243,1243,3,433.8786496350365,454.9543795620438,1096,1244,1,False,1
8,1244,1244,1244,3,433.8168498168498,455.05860805860806,1092,1245,1,False,1
9,1245,1245,1245,3,433.6550522648084,455.18815331010455,1148,1246,1,False,1
10,1246,1246,1246,3,433.7077464788732,455.6672535211268,1136,1247,1,False,1
11,1247,1247,1247,3,433.6614987080104,455.04048234280793,1161,1248,1,False,1
