,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1248,1248,1248,3,433.5262711864407,455.2593220338983,1180,1249,1,False,1
1,1249,1249,1249,3,433.66788655077767,455.36596523330286,1093,1250,1,False,1
2,1250,1250,1250,3,433.7025,455.3975,1200,1251,1,False,1
3,1251,1251,1251,3,433.8898305084746,455.14322033898304,1180,1252,1,False,1
4,1252,1252,1252,3,433.6269035532995,455.1370558375635,1182,1253,1,False,1
5,1253,1253,1253,3,433.89599317988063,455.03154305200337,1173,1254,1,False,1
6,1254,1254,1254,3,433.8184165232358,455.46643717728057,1162,1255,1,False,1
7,1255,1255,1255,3,433.9120073327223,455.1998166819432,1091,1256,1,False,1
8,1256,1256,1256,3,433.5344095157179,455.0586236193713,1177,1257,1,False,1
9,1257,1257,1257,3,433.61900684931504,455.4854452054794,1168,1258,1,False,1
10,1258,1258,1258,3,433.8040370058873,455.3616484440706,1189,1259,1,False,1
11,1259,1259,1259,3,433.7378723404256,455.1531914893617,1175,1260,1,False,1
