,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1128,1128,1128,3,433.3905172413793,455.5206896551724,1160,1129,1,False,1
1,1129,1129,1129,3,433.3474576271187,455.6033898305085,1180,1130,1,False,1
2,1130,1130,1130,3,433.3495145631068,455.2603706972639,1133,1131,1,False,1
3,1131,1131,1131,3,433.83779264214047,455.2709030100335,1196,1132,1,False,1
4,1132,1132,1132,3,433.5155331654073,455.40890008396303,1191,1133,1,False,1
5,1133,1133,1133,3,433.7808219178082,455.2200342465753,1168,1134,1,False,1
6,1134,1134,1134,3,433.4671717171717,455.726430976431,1188,1135,1,False,1
7,1135,1135,1135,3,433.5967042497832,455.2402428447528,1153,1136,1,False,1
8,1136,1136,1136,3,433.7235023041475,455.2119815668202,1085,1137,1,False,1
9,1137,1137,1137,3,433.6804733727811,455.4564666103128,1183,1138,1,False,1
10,1138,1138,1138,3,433.3767006802721,455.1802721088436,1176,1139,1,False,1
11,1139,1139,1139,3,433.3186147186147,455.4779220779221,1155,1140,1,False,1
