,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,996,996,996,3,433.1818181818182,455.1792207792208,1155,997,1,False,1
1,997,997,997,3,433.1195255474453,455.7244525547445,1096,998,1,False,1
2,998,998,998,3,433.4128755364807,455.4515021459228,1165,999,1,False,1
3,999,999,999,3,433.1698440207972,455.4835355285962,1154,1000,1,False,1
4,1000,1000,1000,3,433.047263681592,455.5787728026534,1206,1001,1,False,1
5,1001,1001,1001,3,433.4134697357204,455.6061381074169,1173,1002,1,False,1
6,1002,1002,1002,3,433.2035323801514,455.1370899915896,1189,1003,1,False,1
7,1003,1003,1003,3,433.1311053984576,455.471293916024,1167,1004,1,False,1
8,1004,1004,1004,3,433.18030050083473,455.8230383973289,1198,1005,1,False,1
9,1005,1005,1005,3,433.1795952782462,455.7647554806071,1186,1006,1,False,1
10,1006,1006,1006,3,433.2050326188257,455.31873252562906,1073,1007,1,False,1
11,1007,1007,1007,3,433.1916167664671,455.7117194183063,1169,1008,1,False,1
