,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1116,1116,1116,3,433.69617021276594,455.50808510638296,1175,1117,1,False,1
1,1117,1117,1117,3,433.75212224108657,455.27843803056027,1178,1118,1,False,1
2,1118,1118,1118,3,433.6334208223972,455.60454943132106,1143,1119,1,False,1
3,1119,1119,1119,3,433.2056313993174,455.4769624573379,1172,1120,1,False,1
4,1120,1120,1120,3,433.3966635773865,455.2974976830399,1079,1121,1,False,1
5,1121,1121,1121,3,433.6550255536627,455.3381601362862,1174,1122,1,False,1
6,1122,1122,1122,3,433.5981566820277,455.3917050691245,1085,1123,1,False,1
7,1123,1123,1123,3,433.7340153452685,455.3947144075021,1173,1124,1,False,1
8,1124,1124,1124,3,433.45659722222223,455.43055555555554,1152,1125,1,False,1
9,1125,1125,1125,3,433.613074204947,455.0379858657244,1132,1126,1,False,1
10,1126,1126,1126,3,433.5112456747405,455.3944636678201,1156,1127,1,False,1
11,1127,1127,1127,3,433.3976109215017,455.6348122866894,1172,1128,1,False,1
