,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1272,1272,1272,3,433.81909547738695,455.4447236180905,1194,1273,1,False,1
1,1273,1273,1273,3,433.6955046649703,455.4495335029686,1179,1274,1,False,1
2,1274,1274,1274,3,433.4305676855895,455.06724890829696,1145,1275,1,False,1
3,1275,1275,1275,3,433.7454044117647,454.8768382352941,1088,1276,1,False,1
4,1276,1276,1276,3,433.86515912897823,455.1122278056952,1194,1277,1,False,1
5,1277,1277,1277,3,433.7353760445682,455.16341689879295,1077,1278,1,False,1
6,1278,1278,1278,3,433.7964676198486,455.1707317073171,1189,1279,1,False,1
7,1279,1279,1279,3,433.511728931364,455.1642050390964,1151,1280,1,False,1
8,1280,1280,1280,3,433.8877737226277,455.1523722627737,1096,1281,1,False,1
9,1281,1281,1281,3,433.6309314586995,455.323374340949,1138,1282,1,False,1
