,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,900,900,900,2,433.0310612597066,446.3528904227783,1159,901,1,False,1
1,901,901,901,2,432.0887629839471,447.7979225684608,1059,902,1,False,1
2,902,902,902,2,432.0174520069808,449.3612565445026,1146,903,1,False,1
3,903,903,903,2,431.9831365935919,451.02023608768974,1186,904,1,False,1
4,904,904,904,2,431.8549955791335,452.2528735632184,1131,905,1,False,1
5,905,905,905,2,432.1082969432314,452.9292576419214,1145,906,1,False,1
6,906,906,906,2,432.3357079252004,454.21727515583257,1123,907,1,False,1
7,907,907,907,2,433.08631211857016,455.55710549258936,1147,908,1,False,1
8,908,908,908,2,432.8217550274223,455.6517367458866,1094,909,1,False,1
9,909,909,909,2,433.0823327615781,456.15523156089193,1166,910,1,False,1
10,910,910,910,2,433.00768573868487,455.9615713065756,1171,911,1,False,1
11,911,911,911,2,433.06361085126287,455.76145930776426,1069,912,1,False,1
