,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1152,1152,1152,3,433.4662731871838,455.2537942664418,1186,1153,1,False,1
1,1153,1153,1153,3,433.6159929701231,455.4586994727592,1138,1154,1,False,1
2,1154,1154,1154,3,433.6264957264957,455.1692307692308,1170,1155,1,False,1
3,1155,1155,1155,3,433.4694397283532,455.402376910017,1178,1156,1,False,1
4,1156,1156,1156,3,433.6103004291846,455.1982832618026,1165,1157,1,False,1
5,1157,1157,1157,3,433.6272648835203,455.0845556514236,1159,1158,1,False,1
6,1158,1158,1158,3,433.4250425894378,455.4241908006815,1174,1159,1,False,1
7,1159,1159,1159,3,433.5531732418525,455.3825042881647,1166,1160,1,False,1
8,1160,1160,1160,3,433.6773648648648,455.4121621621622,1184,1161,1,False,1
9,1161,1161,1161,3,433.6500857632933,455.2367066895369,1166,1162,1,False,1
10,1162,1162,1162,3,433.7015177065768,455.3676222596965,1186,1163,1,False,1
11,1163,1163,1163,3,433.50397614314113,455.1500994035785,1006,1164,1,False,1
