,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1164,1164,1164,3,433.6353350739774,455.13925152306354,1149,1165,1,False,1
1,1165,1165,1165,3,433.3617376775272,455.640768588137,1197,1166,1,False,1
2,1166,1166,1166,3,433.385805277525,454.7652411282984,1099,1167,1,False,1
3,1167,1167,1167,3,433.3765373699149,455.271523178808,1057,1168,1,False,1
4,1168,1168,1168,3,433.8427672955975,455.0898472596586,1113,1169,1,False,1
5,1169,1169,1169,3,433.6968576709797,455.2966728280961,1082,1170,1,False,1
6,1170,1170,1170,3,433.4875962360993,455.31736526946105,1169,1171,1,False,1
7,1171,1171,1171,3,433.24311926605503,455.46605504587154,1090,1172,1,False,1
8,1172,1172,1172,3,433.4694048616932,455.40318524727576,1193,1173,1,False,1
9,1173,1173,1173,3,433.7288732394366,455.2209507042253,1136,1174,1,False,1
10,1174,1174,1174,3,433.6406518010292,455.2015437392796,1166,1175,1,False,1
11,1175,1175,1175,3,434.0234657039711,455.3321299638989,1108,1176,1,False,1
