,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1176,1176,1176,3,433.8106960950764,455.5848896434635,1178,1177,1,False,1
1,1177,1177,1177,3,434.0855614973262,455.25757575757575,1122,1178,1,False,1
2,1178,1178,1178,3,433.6561163387511,455.3532934131737,1169,1179,1,False,1
3,1179,1179,1179,3,433.44520547945206,455.1429794520548,1168,1180,1,False,1
4,1180,1180,1180,3,433.9514893617021,455.0851063829787,1175,1181,1,False,1
5,1181,1181,1181,3,433.6074342701722,455.4397098821396,1103,1182,1,False,1
6,1182,1182,1182,3,433.5089605734767,455.331541218638,1116,1183,1,False,1
7,1183,1183,1183,3,433.5443786982249,455.7607776838546,1183,1184,1,False,1
8,1184,1184,1184,3,433.7045260461144,455.5260461144321,1171,1185,1,False,1
9,1185,1185,1185,3,433.64262295081966,455.6647540983607,1220,1186,1,False,1
10,1186,1186,1186,3,433.8001679261125,455.34844668345926,1191,1187,1,False,1
11,1187,1187,1187,3,433.6897482014389,455.4910071942446,1112,1188,1,False,1
