,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,972,972,972,3,433.2301957129544,455.6691519105312,1073,973,1,False,1
1,973,973,973,3,433.15605928509154,455.9625108979948,1147,974,1,False,1
2,974,974,974,3,433.1513605442177,455.8350340136054,1176,975,1,False,1
3,975,975,975,3,433.1266261925412,455.6973113616653,1153,976,1,False,1
4,976,976,976,3,432.88986013986016,455.6774475524476,1144,977,1,False,1
5,977,977,977,3,433.1174957118353,455.8919382504288,1166,978,1,False,1
6,978,978,978,3,432.93988145639287,456.0558848433531,1181,979,1,False,1
7,979,979,979,3,433.1339055793992,455.919313304721,1165,980,1,False,1
8,980,980,980,3,433.0845556514236,455.78688524590166,1159,981,1,False,1
9,981,981,981,3,433.07272727272726,455.77835497835497,1155,982,1,False,1
10,982,982,982,3,433.3147301006404,455.6395242451967,1093,983,1,False,1
11,983,983,983,3,433.2749349522984,455.66608846487424,1153,984,1,False,1
