,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,984,984,984,3,433.1594571670908,455.7692960135708,1179,985,1,False,1
1,985,985,985,3,433.3263825929284,455.543970988214,1103,986,1,False,1
2,986,986,986,3,433.24197983501375,455.4381301558204,1091,987,1,False,1
3,987,987,987,3,433.363330529857,455.4112699747687,1189,988,1,False,1
4,988,988,988,3,433.3466172381835,455.4198331788693,1079,989,1,False,1
5,989,989,989,3,433.2391904323827,455.31186752529896,1087,990,1,False,1
6,990,990,990,3,433.1174468085106,455.7344680851064,1175,991,1,False,1
7,991,991,991,3,433.37317518248176,455.2837591240876,1096,992,1,False,1
8,992,992,992,3,433.1263782866836,455.7642069550466,1179,993,1,False,1
9,993,993,993,3,433.1111111111111,455.1001984126984,1008,994,1,False,1
10,994,994,994,3,433.1209540034072,455.9787052810903,1174,995,1,False,1
11,995,995,995,3,433.1147842056933,455.4857667584941,1089,996,1,False,1
