,index,Unnamed: 0,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed
0,1032,1032,1032,3,433.1814159292035,455.3203539823009,1130,1033,1,False,1
1,1033,1033,1033,3,433.5266055045872,455.1366972477064,1090,1034,1,False,1
2,1034,1034,1034,3,433.49183147033534,455.56319862424766,1163,1035,1,False,1
3,1035,1035,1035,3,433.4460999123576,455.3453111305872,1141,1036,1,False,1
4,1036,1036,1036,3,433.2390331244405,455.5720680393912,1117,1037,1,False,1
5,1037,1037,1037,3,433.1769165964617,455.55939342881214,1187,1038,1,False,1
6,1038,1038,1038,3,433.1129310344828,455.4146551724138,1160,1039,1,False,1
7,1039,1039,1039,3,433.396013864818,455.5701906412479,1154,1040,1,False,1
8,1040,1040,1040,3,433.3510101010101,455.71380471380473,1188,1041,1,False,1
9,1041,1041,1041,3,433.2796688132475,455.4590616375345,1087,1042,1,False,1
10,1042,1042,1042,3,433.02096069869,455.517903930131,1145,1043,1,False,1
11,1043,1043,1043,3,433.2159863945578,455.4931972789116,1176,1044,1,False,1
