,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,180,180,1,693.526651216686,427.5457705677868,1726,181,1,False,1
1,181,181,1,688.7797202797203,427.4160839160839,1716,182,1,False,1
2,182,182,1,684.2739002932551,427.9824046920821,1705,183,1,False,1
3,183,183,1,680.0053349140486,429.886781268524,1687,184,1,False,1
4,184,184,1,675.9342581423401,432.1881785283474,1658,185,1,False,1
5,185,185,1,672.772972972973,434.8114114114114,1665,186,1,False,1
6,186,186,1,669.5921375921376,438.0571253071253,1628,187,1,False,1
7,187,187,1,667.8098720292504,440.8153564899452,1641,188,1,False,1
8,188,188,1,665.8457350272232,444.8294010889292,1653,189,1,False,1
9,189,189,1,664.5921855921856,449.0989010989011,1638,190,1,False,1
10,190,190,1,664.5015346838551,452.8127685696746,1629,191,1,False,1
11,191,191,1,664.6483516483516,456.8125763125763,1638,192,1,False,1
