,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,36,36,1,625.0782828282828,401.7651515151515,396,35,17,False,3
1,37,37,1,635.6633663366337,420.8283828382838,303,36,17,False,3
2,38,38,1,647.4848484848485,441.5925925925926,297,37,17,False,3
3,39,39,1,660.3976261127597,462.0445103857567,337,38,18,False,3
4,40,40,1,673.8607242339833,481.7409470752089,359,39,19,False,3
5,41,41,1,689.1486146095718,501.4785894206549,397,40,20,False,3
6,42,42,1,703.0449172576832,520.5579196217494,423,41,21,False,3
7,43,43,1,717.8826291079812,538.962441314554,426,42,22,False,3
8,44,44,1,732.494923857868,556.8604060913706,394,43,23,False,3
9,45,45,1,746.2883895131087,572.9775280898876,267,44,23,False,3
10,46,46,1,761.689138576779,590.943820224719,267,45,24,False,3
11,47,47,1,776.5737051792829,608.8884462151394,251,46,25,False,3
