,index,Unnamed: 0,id,x,y,size,frame,track,ignore,track_fixed
0,612,679,5,497.64335664335664,237.67215137803373,2431,680,2,False,5
1,613,680,5,485.45869297164,236.4944512946979,2433,681,2,False,5
2,614,681,5,473.54319478402607,238.3443357783211,2454,682,2,False,5
3,615,682,5,461.99755600814666,242.8501018329939,2455,683,2,False,5
4,616,683,5,451.6544417277914,249.6670741646292,2454,684,2,False,5
5,617,684,5,443.5464880227365,258.5676004872107,2463,685,2,False,5
6,618,685,5,437.53344208809136,269.3788743882545,2452,686,2,False,5
7,619,686,5,434.3753213367609,282.0432733504713,2334,687,2,False,5
8,620,687,5,434.38956805215975,295.0488997555012,2454,688,2,False,5
9,621,688,4,436.9744110479285,307.353371242892,2462,689,2,False,5
10,622,689,5,442.2808302808303,318.11151811151814,2457,690,2,False,5
11,623,690,5,450.3050224581462,327.4810126582278,2449,691,2,False,5
